,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9296250660099279,0.663595461118355,-1,-1,0.926402620775616,0.692279365086528,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1476,1203,454,298,239,220,211,180,105,149,140,136,94,86,110,110,49,59,43,82,87,40,38,56,61,50,77,83,69,60,60,108,135,261,647,0,0,1761,4533,1130
