,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.006688741732726296,0.06902986639177693,0.020410851804656908,0.16680446780763872,0.004731975540440321,0.00574124463889011,0.0030854852948464357,0.002615081834350018,0.002098723095374208,0.0018678283741538377,0.0014348415838079357,0.002190260169326474,0.001248529740058063,0.0020495361534285756,0.0013002931565987334,0.002369518202258446,0.001853713116711837,0.0011528546322021305,0.0009507578447025695,0.0012893100282372137,0.0015502174477107257,0.0006789220113371686,0.0006351530801347769,0.001014984303675561,0.000904263165740636,0.0010528825650983305,0.0008591834226873204,0.0008862495137625121,0.0008870229311520181,0.0005694111668281092,0.0010351327211735254,0.0010798115552401865,0.001000065000706986,0.001056377502341488,0.0015156086282558947,0.001450006914740746,0.001403658397852694,0.0019458479261571723,0.005169766612988041,0.0,0.0,0.008337392586500653,0.018854628060892477,0.005762271825827304,2783.4056367650605
