,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.8783714382097774,1.274332052771108,-1,-1,0.9050275010704857,0.9142444484408488,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2218,1823,0,0,1012,3647
