,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9184733949188647,0.8038015158418027,-1,-1,0.9549972788551859,0.410858491596226,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1590,1206,456,310,235,216,205,227,110,144,87,77,143,89,96,58,76,47,40,105,77,61,49,59,49,37,58,42,58,90,122,149,147,293,604,0,0,1772,4503,1013
