,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9238982484463352,0.7598254887900178,-1,-1,0.9322587239727629,0.7636746047665713,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",867,631,200,180,150,132,101,76,72,134,72,70,74,34,41,60,45,34,15,44,41,22,9,26,15,22,61,33,28,43,43,91,44,103,219,0,0,1035,2785,589,459
