,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,feature_sum
0,0.007590439370241779,0.07289075226925412,0.019919271719813704,0.17880480991447262,0.005859102602247824,0.0063703364501018584,0.0037563864049805296,0.0032825228324658154,0.0022902357696427877,0.002408360033232228,0.0020474231631211447,0.0018899744568046596,0.0013930621224300136,0.001746592024064101,0.00144058465169825,0.0028864485930563035,0.0014300279550391768,0.0011230800718286685,0.001268248155133991,0.001251626747372347,0.0014274932548418685,0.0008246419232647894,0.0008540924038506039,0.0010834494315656916,0.001153223997177873,0.0012759640087720797,0.0011093930325992956,0.0009819351599832697,0.001046505497271803,0.0007747420521293986,0.0011002335116700858,0.0009015505017554002,0.00109493112051661,0.0012162070135732467,0.0013952165275515258,0.0014472965762231094,0.0014566761637728593,0.0020277239180586455,0.004366201489725231,0.0,0.0,0.008365425816509328,0.029350050793464273,3521.5951858584235
