,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9292530320389739,0.699508224306225,-1,-1,0.9344142042342213,0.5766247506748817,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1163,903,259,240,192,134,118,231,74,63,75,41,77,49,63,52,62,36,25,49,51,28,32,28,23,26,45,30,33,56,79,93,109,181,391,0,0,1717,4678,815,526,801,1052
