,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,feature_sum
0,0.9240845031227036,0.7436193603244273,0.9272013546559201,0.6735334868200394,0.10368761613941806,0.08157064884433306,0.02984537424568537,0.02178915926927335,0.01659684515064344,0.014948585201372343,0.01309479116510488,0.011280031770724019,0.008676671701146683,0.00947816448620182,0.007417002824521621,0.007715759294239979,0.008297786886482764,0.0053011005894594175,0.005367708817747709,0.006238467268335042,0.00511401848902497,0.003735323256142546,0.0032297703755831838,0.0051446097454912595,0.004408065593650245,0.003788083234907191,0.0034841970827451775,0.0039058022725121503,0.0031262367742015133,0.003106568830395639,0.004316988695054549,0.0047631533678202075,0.004157730396050333,0.0049191769791199404,0.006403208074921843,0.008560553820237512,0.009697121841275328,0.018587670050879797,0.04384856970011235,0.0,0.0,0.11496979586349564,0.31390323098386363,0.07552441091782548,12900.0
