,group,r2,mse
0,0,-50.37071861,0.11287708
1,1,-36.55821501,0.305425731
2,2,0.165725844,0.115465399
3,3,0.873906456,0.655401194
4,4,0.960384942,0.128971379
5,5,0.523237931,1.17078048
6,6,0.958295265,0.106317056
7,7,0.712799503,0.176224777
8,8,-1.222287772,2.276961413
9,9,0.685193057,0.301010012
10,10,0.412810528,0.3673925
11,11,0.87381607,0.236939984
12,12,0.349311083,1.329586812
13,13,0.949712404,0.083927817
14,14,0.727082448,0.320500314
15,15,0.898188394,1.566284588
16,16,0.976394201,0.251976938
17,17,0.945382954,0.489286462
18,18,0.839778264,0.427577442
19,19,0.558555104,0.910863484
20,20,0.981832123,0.049028422
21,21,-2.325627747,3.391475272
22,22,-3.127234469,3.494529635
23,23,-2.538414168,2.567547015
24,24,-3.035642434,2.204923803
25,25,-6.815711561,3.58652876
26,26,-2.217172354,1.410861644
27,27,-12.52176804,9.591766438
28,28,-22.59607014,7.911373499
29,29,-15.91049727,7.366291735
30,30,-12.14896261,4.236217716
31,31,-13.2956759,4.520327709
32,32,-16.24037742,2.571231544
33,33,0.921975975,0.622007367
34,34,0.988885555,0.087559144
35,35,0.984123289,0.00063632
36,36,0.958546005,0.001124926
37,37,0.960506946,0.000656166
38,38,0.987245597,0.000551967
39,39,0.545791047,0.007471184
40,40,0.511905873,0.006268113
41,41,0.962300143,0.006131824
42,42,0.474108161,0.062108849
43,43,0.906456457,0.008499183
44,44,-8.309222183,0.410183034
45,59,0.998657553,0.007392212
46,60,0.995371086,0.023971679
47,61,0.999837459,0.000653996
48,62,0.998610036,0.010580351
49,63,0.991797291,0.050483684
50,64,0.997286833,0.015459762
51,65,-0.983233457,9.419462572
52,66,-0.098404342,3.312761752
53,67,-0.077187002,2.367959988
54,68,-0.457435596,1.604823832
55,69,0.991763643,0.119765502
56,70,0.991555008,0.103739978
57,71,0.978368462,0.224153057
58,72,0.988250236,0.102203368
59,73,0.994886392,0.033304595
60,74,0.947172036,0.33225121
61,75,0.994228738,0.030424973
62,76,0.944008017,0.252922397
63,77,0.984863708,0.08879268
64,78,0.982159395,0.092721273
65,79,0.760009633,1.059669378
66,80,0.867172571,0.510683116
67,81,0.894869888,0.340639786
68,82,0.96843552,0.090000382
69,83,0.958799657,0.100838241
70,84,0.978717836,0.044055534
71,85,0.721643944,1.606723388
72,86,0.581065131,1.909281702
73,87,0.676608644,1.062791755
74,88,0.836234581,0.433219377
75,89,-0.625129837,3.264127449
76,90,-2.088921292,3.306160169
77,91,0.950675609,0.284682769
78,92,0.768682848,0.949038973
79,93,0.105507363,2.928790887
80,94,0.700813127,0.315308177
81,95,0.918468889,0.129507246
82,96,0.7893468,0.234701229
83,97,0.941858903,0.047834046
84,98,0.915389149,0.340358222
85,99,0.284387647,1.865788007
86,100,-0.358144749,2.125795152
87,101,0.823859097,0.492854418
88,102,0.913103708,0.397618045
89,103,0.457874872,1.236406418
90,104,0.82268447,0.486322301
91,105,0.795981916,1.865726336
92,106,0.916215458,0.740502742
93,107,0.949502648,0.42216781
94,108,0.956520577,0.335706384
95,109,0.920521514,1.477507095
96,110,0.984467728,0.199793823
97,111,0.891416542,1.432648569
98,112,0.489844718,2.245520479
99,113,-1.597812208,5.986202865
100,114,-0.805883176,2.957386182
101,115,0.890096131,0.08195385
102,116,0.898889019,0.094478673
103,117,-1.043254194,1.396278139
104,118,0.222537363,0.279350967
105,119,0.980520698,0.041871021
106,120,0.719664775,0.210701746
107,121,-0.099820317,0.162052222
108,122,0.95065214,0.072061738
109,123,0.847965151,0.19831168
110,124,0.763976492,2.223267507
111,125,0.650263028,1.264861959
112,126,0.428116943,1.46349522
113,127,0.836008819,2.385598329
114,128,0.827456898,2.417307574
115,129,0.977623182,0.153413461
116,130,0.578140256,0.068593978
117,131,0.721180326,0.020984774
118,132,0.456766168,0.024426245
119,133,0.447116561,5.27267447
120,134,0.793034539,1.064770209
121,135,0.817012934,0.630154619
122,136,0.95053302,0.124285291
123,137,0.828965815,0.333082865
124,138,0.884661083,0.238684029
125,139,0.927634218,0.173148131
126,140,0.989999365,0.021625578
127,141,0.754872148,0.504864692
128,142,0.96333435,0.066974352
129,143,0.978923879,0.031214948
130,144,0.871150073,1.145679306
131,145,0.958434943,0.195135238
132,146,0.713726295,0.645218626
133,147,0.859892911,1.391990973
134,148,0.971949421,0.265484438
135,149,0.973247833,0.199439564
136,150,0.274927499,3.087845862
137,151,-0.36909885,4.361557006
138,152,0.803247233,1.099529488
139,153,0.988902638,0.09802064
140,154,0.892066056,0.716629873
141,155,0.991943625,0.121820469
142,156,0.972290878,0.288354594
143,157,0.994938477,0.031339964
144,158,0.978939972,0.10555978
145,159,0.968307428,0.193581731
146,160,0.876027775,0.530923654
147,161,0.97644949,0.073888846
148,162,0.992772577,0.018879832
149,163,0.968215777,0.310130659
150,164,0.92302484,0.669314002
151,165,0.786555148,1.646413413
152,166,0.468832382,1.195062902
153,167,0.941484686,0.247503627
154,168,0.983685222,0.06605283
155,169,0.529952149,0.804522018
156,170,0.982691556,0.09232699
157,171,0.94530455,0.182909423
158,172,0.960827918,0.107244442
159,173,-9.434878964,8.687249401
160,174,-2.536754071,6.658786367
161,175,-8.110695035,2.85788175
162,178,0.819514335,3.200977254
163,179,0.560982946,4.206540322
164,180,0.867488403,0.996397434
165,181,0.116807155,2.38576218
166,182,0.835989755,1.471158861
167,183,0.939073167,0.285341618
168,184,0.922561574,0.604492463
169,185,0.593423995,2.908100277
170,186,0.919545934,0.434781572
171,187,0.819958593,0.711946003
172,188,0.79260292,1.48050926
173,189,0.702259979,1.640100089
174,190,-0.21378999,0.79534376
175,191,-0.099392481,7.083258522
176,192,0.756190868,0.747955204
177,193,0.680983472,0.753503709
178,194,0.766764747,0.060392414
179,195,0.916619884,0.017293511
180,196,0.968141954,0.00445255
181,197,0.965685838,0.003570224
182,198,0.82893996,0.022659071
183,199,-11.60688865,0.112682858
184,200,-0.272091502,0.11354507
185,201,0.119258475,0.115825541
186,202,0.670241411,0.027903382
187,203,-0.120043935,0.134754426
188,204,-0.469512921,0.081410271
189,205,0.904276227,0.087762262
190,206,0.948502455,0.024137748
191,207,0.966978953,0.014495691
192,208,0.405445383,0.472134678
193,209,0.758889702,0.093573674
194,210,0.952553275,0.016463264
195,211,0.845565554,0.10136928
196,212,0.783466797,0.061280567
197,213,0.694980382,0.08431459
198,214,0.625617768,0.453326539
199,215,0.567918229,0.296112031
200,216,0.037177375,0.576234239
201,217,0.764169931,0.092256862
202,218,0.804026193,0.056049987
203,219,0.205135156,0.177754321
204,220,0.797537971,1.424843936
205,221,0.98045779,0.112907335
206,222,0.875343745,0.691462845
207,223,0.595937761,0.066412872
208,224,0.155459433,0.07534547
209,225,-0.605591319,0.085650983
210,226,0.924836843,0.104109445
211,227,0.894840749,0.147152925
212,228,0.904570428,0.162547119
213,229,0.92915289,0.752478215
214,230,0.948201201,0.351557787
215,231,0.973671585,0.204946315
216,233,0.171661694,7.296090955
217,234,0.915341727,1.154464137
218,235,0.974445046,0.27491768
219,236,0.94906866,0.462576628
220,237,0.891549018,0.821563381
221,238,0.908342194,0.764535003
222,239,0.884696563,0.207115298
223,240,0.926026396,0.142606435
224,241,0.93077043,0.150966144
225,242,0.966433439,0.156498871
226,243,0.950147054,0.175952442
227,244,0.922605813,0.192775028
228,245,0.947238328,0.067881807
229,246,0.844841006,0.019262754
230,247,0.707742379,0.033083607
231,248,0.606072107,0.033926923
232,249,0.733712301,0.041998648
233,250,0.203018169,0.071958354
234,251,0.777420744,3.860002038
235,252,0.591704216,6.473340404
236,253,-0.378196445,17.72432521
237,254,0.553789819,2.070361482
238,255,0.835987964,0.505688468
239,256,-0.42940044,2.761861712
240,257,0.515744435,0.680999146
241,258,0.97933646,0.027851444
242,259,-0.026039265,1.131533408
243,260,0.367790045,0.643455085
244,261,0.479740164,0.290595484
245,262,-0.342186684,0.81842094
246,263,0.892121389,0.014609023
247,264,0.694405398,0.06030814
248,265,-3.30080129,0.078034318
249,266,0.965729775,0.004927127
250,267,0.639111725,0.065068453
251,268,-4.839922236,0.133808255
252,269,-7.422136328,14.58450242
253,270,-1.098033505,9.497098394
254,271,0.74598064,0.442298408
255,272,0.937317605,0.736062702
256,273,0.75411443,0.979704069
257,274,0.902627763,0.425016799
258,275,0.363521373,1.279192187
259,276,0.85026416,0.231741163
260,277,-1.472737312,0.819025137
261,278,-0.737086295,1.829068091
262,279,-3.443490297,1.47889601
263,280,-0.288960818,0.39458718
264,281,-1.135432796,1.057388401
265,282,0.239838373,0.230832654
266,283,0.773828422,0.096513982
267,284,0.704099427,1.417640434
268,285,0.900727555,0.507373019
269,286,0.706892474,0.526280381
270,287,0.216161586,1.134533179
271,288,0.972447447,0.027180853
272,289,0.980369903,0.016629937
273,290,0.962711845,0.028103833
274,291,0.989206076,0.007116545
275,292,0.969848687,0.016682706
276,293,0.877115158,0.048633611
277,294,0.853566425,0.052028476
278,295,0.55898918,0.158687686
279,296,0.925391737,0.009273571
280,297,0.812674394,0.089210641
281,298,0.582110635,0.18771398
282,299,0.617424442,0.064142285
283,300,0.565782804,0.103623216
284,301,0.618198651,0.097342171
285,302,-1.261715602,0.139943975
286,303,-0.931587955,2.841461836
287,304,0.832851748,0.227458135
288,305,-6.297366462,5.727293999
289,306,-27.81170265,11.59624509
290,307,0.464292421,0.294742557
291,308,0.746337618,0.081720086
292,309,0.65743443,0.14165653
293,310,0.741935937,0.139735662
294,311,0.884404299,0.124562917
295,312,0.944621164,0.059901598
296,313,0.910539061,0.142360387
297,314,0.655188951,0.117437256
298,315,0.34057518,0.213399385
299,316,-0.234993736,0.303509125
300,317,0.791491622,0.146217094
301,318,-0.25840375,0.956795336
302,319,0.468409922,0.50769646
303,320,0.141974176,0.856520191
304,321,0.95493619,0.019257421
305,322,0.283308753,0.192141353
306,323,0.254573308,0.46594572
307,324,-1.847260544,1.70374385
308,325,0.998891504,0.006103952
309,326,0.993790738,0.0321558
310,327,0.999196874,0.003231445
311,328,0.998667197,0.010145242
312,329,0.990322351,0.059561222
313,330,0.998417116,0.009019351
314,333,0.254774406,0.895628974
315,334,0.428307428,0.674225008
316,335,0.576673352,0.468322028
317,336,0.111343618,1.844097714
318,337,0.748258964,0.58072239
319,338,0.85400738,0.291475114
320,339,0.66882277,0.447960816
321,340,0.73117452,0.105759403
322,341,0.31927907,0.176593326
323,342,-1.913498889,0.536246046
324,343,0.550929018,0.085138207
325,344,0.788049612,0.020432933
326,345,0.587716675,0.032609394
327,346,0.818748736,0.017197747
328,347,-2.04162147,0.133467698
329,348,-0.600766367,0.056084522
330,349,-4.160057746,14.84198084
331,350,-3.199566935,4.497843446
332,351,-3.180018425,6.107748057
333,352,-5.589583984,12.41050442
334,353,0.820508467,1.538286565
335,354,0.383599528,5.67233208
336,355,-2.510484001,2.294692883
337,356,0.755005812,1.386178445
338,357,0.652093111,2.090748487
339,358,0.848027696,0.433213642
340,360,-0.107947432,29.35397438
341,361,0.972795137,0.326866719
342,362,0.930002485,0.402766573
343,363,0.892075202,0.301639489
344,364,-0.185864405,1.87395874
345,365,0.645647457,0.032147468
346,366,0.708109707,0.122308265
347,367,0.873180206,0.055994298
348,368,0.993153955,0.003468805
349,369,0.935984619,0.020998859
350,370,0.877102298,0.027477506
351,371,0.512401902,0.043071292
352,372,0.817180005,0.046879288
353,373,0.780838709,0.022919945
354,374,0.943767923,0.002410885
355,375,0.109823961,0.015943473
356,376,0.816129543,1.654027701
357,377,0.96311531,0.313381949
358,378,0.937311591,0.55063231
359,379,0.952573416,0.368461949
360,380,0.990568673,0.056158739
361,381,0.955772786,0.291890776
362,382,0.901582188,0.584057253
363,383,0.847401586,0.778657242
364,384,0.923047007,0.418031358
365,385,-12.29849172,12.24383904
366,386,-1.112042293,3.67448509
367,387,0.520246258,1.314782648
368,388,0.652981398,0.714836274
369,389,0.311481265,1.468491579
370,390,0.834747143,0.295456431
371,391,-1.592962406,1.334400188
372,392,0.343854235,0.987550133
373,393,0.537412123,0.365285105
374,394,0.147570254,2.006527217
375,395,-3.45633814,4.062297692
376,396,0.978692336,0.202445227
377,397,0.985320512,0.112101764
378,398,0.975811442,0.202806241
379,399,0.963659164,0.399584596
380,400,0.989125965,0.128605498
381,401,0.973811444,0.234045501
382,402,0.885155729,1.777566152
383,403,0.976928044,0.35568706
