,group,r2,mse
0,11,0.71536909,0.469891814
1,12,0.3317432,0.592593565
2,13,0.878263091,0.08772329
3,14,0.068510271,0.48016269
4,15,0.653557658,0.672427125
5,16,0.356693205,0.698359473
6,17,0.285681336,0.399297814
7,18,-0.240516027,0.372689435
8,19,0.715746907,0.440184098
9,20,0.836604657,0.18906206
10,21,0.490614499,0.496745207
11,22,0.875361944,0.078504571
12,23,0.931667049,0.054577159
13,24,0.935898893,0.045379316
14,25,0.861277306,0.074742755
15,26,0.96717239,0.012193966
16,27,0.95184348,0.041420793
17,28,0.993133785,0.00435671
18,29,0.939721392,0.034183387
19,30,0.907632553,0.032038139
20,32,-0.344438831,3.648513245
21,33,0.887780708,0.400980007
22,34,0.953378227,0.236016813
23,35,0.948060628,0.271752465
24,36,0.602371591,1.894451333
25,37,0.344043502,3.244848432
26,38,0.890377119,7.188072072
27,39,0.898810804,3.781863354
28,40,-4133848.717,0.032482782
29,41,-25972226.35,0.14320824
30,42,-10930347.91,0.03877557
31,43,-8032099.505,0.020426433
32,44,-9453931.679,0.015999229
33,45,-427.445835,2.33E-05
34,46,-27652.13508,0.000939207
35,47,-1628.55483,4.27E-05
36,48,-3358.879325,4.72E-05
37,49,-2570.367774,2.15E-05
38,51,0.791520882,0.019225592
39,52,0.914859854,0.024635613
40,53,0.905698524,0.046963762
41,54,0.636918232,0.112613978
42,55,0.406035365,0.01633533
43,56,-1.17932583,0.3579828
44,57,0.909489997,0.023299121
45,58,0.995127852,0.001799923
46,59,0.946503483,0.015565587
47,60,0.596920506,7.416432984
48,61,0.748824251,4.399195752
49,62,0.77795508,2.158030544
50,63,0.917184449,0.663536392
51,64,0.984060543,0.274621205
52,65,0.802851591,2.737076658
53,66,0.927487323,0.500884613
54,67,0.995621031,0.030738328
55,68,0.928081912,1.03896441
56,69,0.869767648,0.984400474
57,70,0.837150268,1.017618734
58,71,0.92102218,0.444430705
59,72,0.331319025,2.042576133
60,73,0.951644543,0.258364963
61,74,0.753362276,0.181314955
62,75,0.608839084,0.268584507
63,76,0.711221479,1.454401484
64,77,0.606488744,1.542704687
65,78,0.799771086,0.217259472
66,79,0.732451789,0.305749745
67,80,0.077310354,2.600663342
68,81,0.919235733,0.263585976
69,82,0.6943374,0.378409481
70,83,0.457456435,0.480031057
71,84,0.399870274,3.226435023
72,85,0.492006476,2.864051252
73,86,0.848093621,0.297452018
74,87,0.951720142,0.073388111
75,88,0.929568912,0.479241271
76,89,0.811766445,0.9991878
77,90,0.767691192,0.362479407
78,91,0.976739964,0.034503531
79,92,0.838093655,0.752742629
80,93,0.792784519,0.754834915
81,94,0.911312053,0.129960721
82,95,0.894687392,0.191226566
83,96,0.934488691,1.167062738
84,97,0.980167222,0.453494027
85,98,0.894879919,1.317000912
86,99,0.71237943,3.652831888
87,100,0.925698889,0.872823127
88,101,0.797654642,2.154101942
89,103,0.809709628,4.789730074
90,104,0.128093239,11.92565882
91,105,0.940985231,1.13307678
92,106,0.888664463,1.355004755
93,107,0.281768951,4.810606975
94,108,0.820783219,1.893960686
95,109,0.924406354,0.535740412
96,110,0.389827363,2.340611546
97,111,0.888724125,0.71882281
98,112,0.974765326,0.098969325
99,113,0.764428881,0.554033943
100,114,0.946726493,0.267388255
101,115,0.676796814,0.857383589
102,116,0.608848901,0.613275012
103,119,0.537356278,36.2837635
104,120,0.955169298,2.093270091
105,121,0.143504427,17.58416649
106,122,0.338039707,12.48743356
107,123,-0.245872057,0.136327246
108,124,0.463094219,0.048175066
109,125,-0.434958305,0.255746496
110,126,0.194210401,0.134122577
111,127,-0.084933827,0.126198263
112,128,-1.424489563,0.161611424
113,129,-3.228954075,0.169427975
114,130,0.782489612,5.939656006
115,131,0.949823465,1.427271077
116,132,0.961119893,0.769564382
117,133,0.887940115,1.488309101
118,134,0.927367315,0.751748686
119,135,0.748680666,1.934538419
120,138,0.726613314,10.59724212
121,139,0.482151967,9.211026392
122,140,0.773115605,5.065691758
123,141,0.749934518,4.034988143
