,group,r2,mse,
0,0,0.98985845,0.008380976,
1,1,0.964023344,0.041548716,
2,2,0.983754519,0.020093328,
3,3,0.944482533,0.111821192,
4,4,0.971996139,0.08591857,
5,5,0.850430641,0.343198351,
6,6,0.904348418,0.123080811,
7,7,0.983684256,0.019451954,
8,8,0.994993084,0.0065609,
9,9,0.976815454,0.066357904,
10,10,0.959658406,0.132487621,
11,11,0.991808883,0.029519983,
12,12,0.994293652,0.006337647,
13,13,0.990106664,0.012209549,
14,14,0.923788819,0.084445267,
15,15,0.929665489,0.194821774,
16,16,0.964486827,0.109991487,
17,17,0.952596387,0.127765102,
18,18,0.956730265,0.043742307,
19,19,0.936489562,0.059354064,
20,20,0.94697895,0.044205039,
21,21,0.153059093,0.501407301,
22,22,0.46222544,0.307655551,
23,23,0.235765217,0.44530503,
24,24,-0.619733019,0.93445942,
25,25,0.973376252,0.040448415,
26,26,0.955598399,0.096501315,
27,27,0.948431824,0.125844528,
28,28,0.123550083,1.248262971,
29,29,0.50408436,0.795406469,
30,30,0.24793668,1.152232117,
31,31,0.926314451,0.089352976,
32,32,0.606726334,0.347052715,
33,33,-2.428770354,0.922803457,
34,34,0.881714493,0.228068464,
35,35,0.962996284,0.043976293,
36,36,0.97833187,0.020580852,
37,37,0.995602202,0.003662397,
38,38,0.795210293,4.339585577,
39,39,0.652920989,4.828346773,
40,40,0.819379833,2.198744049,
41,47,0.969495215,0.034631583,
42,48,0.966281549,0.034239862,
43,49,0.9842395,0.016926914,
44,50,0.855485703,0.099581749,
45,51,0.833786179,0.088160923,
46,52,-2.439575206,4.366396838,
47,53,-1.896454236,2.470954661,
48,54,-2.039287285,0.558438617,
49,55,0.855487321,0.619563371,
50,56,0.85152824,0.239797434,
51,57,0.795057342,0.045768589,
52,58,0.730736546,0.95421637,
53,59,0.774665306,0.37551318,
54,60,0.147436093,0.241037676,
55,61,0.981717032,0.039021937,
56,62,0.925546887,0.065100495,
57,63,0.330539338,0.074585909,
58,64,0.843869576,0.066302202,
59,65,-1.186355719,0.872003384,
60,66,0.338267117,0.217718409,
61,67,0.962058437,0.034244723,
62,68,0.888432372,0.260722238,
63,69,0.971440237,0.0277994,
64,70,0.223549826,0.042063172,
65,71,-0.680765314,0.554646447,
66,72,0.877042564,0.157958271,
67,73,0.889849787,0.156125545,
68,74,0.920487395,0.042409374,
69,75,0.952531405,0.00727023,
70,76,0.989309098,0.001475422,
71,77,0.746581136,0.152956368,
72,78,0.567996533,0.201716031,
73,79,0.900911568,0.060985382,
74,80,-0.614928366,0.324880959,
75,81,0.702114352,0.085343788,
76,82,0.427546945,0.463392138,
77,83,0.719174192,0.188140896,
78,84,-1.331512092,0.794755249,
79,85,-0.898374184,0.717658648,
80,86,0.753366151,0.197727672,
81,87,0.84157467,0.11581469,
82,88,0.57892252,0.686585222,
83,89,-0.022541583,1.520874045,
84,90,0.943470514,0.127203169,
85,91,0.969414496,0.058031883,
86,92,-3.038914582,2.434617568,
87,93,0.683586472,0.22003192,
88,94,0.891177191,0.073807305,
89,95,0.721537953,0.94936618,
90,96,0.851000992,0.333014647,
91,97,0.28819344,2.443094289,
92,98,0.889201191,0.188944951,
93,99,0.35485397,0.8972525,
94,100,0.812462595,0.422734075,
95,101,0.945822527,0.085841617,
96,102,0.797578333,0.188043441,
97,103,0.513933004,0.489862628,
98,104,0.485283379,1.137571881,
99,105,0.940383718,0.119216543,
100,106,0.386598848,1.781609667,
101,107,-1.073200961,5.178271758,
102,108,0.95643581,0.168852811,
103,109,0.879876199,0.284556513,
104,110,0.983675535,0.03945471,
105,111,0.971634664,0.090324634,
106,112,0.96665461,0.041744271,
107,113,0.956489056,0.05867411,
108,114,0.963056091,0.077764309,
109,115,0.83735814,0.545670507,
110,116,0.986623474,0.044854911,
111,117,0.896295549,0.120820027,
112,118,0.829588852,0.27624078,
113,119,0.993097847,0.010679533,
114,120,0.963395144,0.125960801,
115,121,0.978973837,0.056197688,
116,122,0.931570953,0.247526328,
117,123,0.958799235,0.056965857,
118,124,0.905288508,0.130428848,
119,125,0.926243923,0.081013173,
120,126,0.776897262,0.372079042,
121,127,0.539956204,0.896018875,
122,128,0.72705545,1.739884289,
123,129,0.920674206,1.32991141,
124,130,0.859881758,2.969379646,
125,131,0.9537157,0.980560064,
126,132,-10.34480927,19.6003006,del
127,133,0.620414165,12.25761304,
128,134,0.932139784,2.835470096,
129,135,0.899484832,1.371872068,
130,136,0.69322578,2.770093289,
131,137,0.746805029,9.745693025,
132,138,0.15887249,6.379958887,
133,139,0.820373647,0.90208506,
134,140,0.657404451,0.12470808,
135,141,0.677353298,0.244501366,
136,142,0.790616975,0.094398254,
137,143,0.905476222,0.044447645,
138,144,0.903077184,0.055106718,
139,145,0.947912315,0.051509586,
140,146,0.825556275,0.140949294,
141,147,0.599340768,0.318604784,
142,148,0.653395443,0.358762708,
143,149,0.450334827,0.972722326,
144,150,0.955195049,0.061862917,
145,151,0.086148937,0.558331455,
146,152,0.56355592,0.378694013,
147,153,0.984047375,0.031897072,
148,154,0.895315768,0.523039818,
149,155,0.929277169,0.14854674,
150,156,0.528226181,0.270856823,
151,157,0.875016407,0.139475853,
152,158,-2.933614671,1.873902393,
153,159,0.6624855,0.500541429,
154,160,0.099390595,1.320289345,
155,161,-0.423171718,1.647743955,
156,162,0.970962005,0.021272762,
157,163,-0.080931182,0.853523332,
158,164,0.389959931,0.524916792,
159,165,0.91044058,0.047623634,
160,166,0.619894019,0.180625265,
161,167,0.892104592,0.169825373,
162,168,-1.091916625,1.363345658,
163,169,-1.038960774,0.432577739,
164,170,0.789841033,0.182066773,
165,171,-0.014307799,0.436224835,
166,172,-1.166885765,0.224397833,
167,173,0.325166282,19.74325626,
168,174,0.961965394,1.13504443,
169,175,0.783048922,4.084960663,
170,176,0.806357614,6.592553596,
171,177,0.968520715,0.653235017,
172,178,0.142842591,9.796839226,
173,179,0.981664398,0.558257187,
174,180,0.95383014,0.957661234,
175,181,-0.738237444,3.610638408,
176,182,0.246542668,31.16412461,
177,183,0.612466834,5.333612111,
178,184,0.69902078,2.622850831,
179,185,0.888731325,0.36811289,
180,186,0.905827141,0.126459564,
181,187,0.981515332,0.0080746,
182,188,0.971381099,0.074611642,
183,189,0.987481112,0.01360373,
184,190,-0.132334999,0.290064794,
185,191,0.975675688,0.088238095,
186,192,0.942950648,0.056656011,
187,193,0.6427509,0.090608648,
188,194,0.908341835,0.169343201,
189,195,0.96538091,0.023720308,
190,196,0.792702735,0.055783427,
191,197,0.317738644,2.371653108,
192,198,-0.463900432,4.476060678,
193,199,0.407320314,1.456237424,
194,200,0.016350943,2.22918098,
195,201,0.894572835,0.190753787,
196,202,0.513684544,0.739968723,
197,203,0.566640268,0.561453338,
198,204,-0.658489036,1.868989775,
199,205,0.86407186,0.197155485,
200,206,0.883214611,0.203200511,
201,207,0.931639948,0.20610674,
202,208,0.962118222,0.113988992,
203,209,0.766190642,0.217354681,
204,210,0.659945468,0.373576016,
205,211,0.956161191,0.028409441,
206,212,0.977997965,0.054958744,
207,213,0.898844804,0.325177742,
208,214,0.956905264,0.125683035,
209,215,0.989452046,0.033299656,
210,216,0.90948672,0.116176005,
211,217,0.85923469,0.176032516,
212,218,0.837431618,0.184024952,
213,219,0.990106497,0.012242805,
214,220,0.977786962,0.080740412,
215,221,0.987305852,0.042620033,
216,222,0.950038276,0.141098075,
217,223,0.943327877,0.062716632,
218,224,0.984724688,0.018195148,
219,225,0.867727099,0.164007382,
220,226,0.948295637,0.048828805,
221,227,-0.170541147,0.177880302,
222,228,0.969895791,0.003511377,
223,229,0.763337334,0.017804571,
224,230,0.801176716,5.931108777,
225,231,0.806578522,0.15709334,
226,232,0.76768663,0.282596224,
227,233,0.789312224,0.305552924,
228,234,0.584782683,0.28198594,
229,235,0.973510237,0.010695837,
230,236,0.973749124,0.057695954,
231,237,0.986796306,0.011908217,
232,238,0.972153485,0.011423511,
233,239,0.891391652,0.252130932,
234,240,0.921312964,0.075160378,
235,241,0.888410174,0.047498911,
236,242,0.949917904,0.139671264,
237,243,0.866829327,0.152849176,
238,244,0.911028332,0.038531125,
239,245,0.975009164,0.080752638,
240,246,0.938254725,0.053454304,
241,247,0.785630766,0.072366864,
242,248,0.798396403,0.30992657,
243,249,0.8685699,0.129566442,
244,250,0.915976456,0.136698525,
245,251,0.640671495,0.520556045,
246,252,0.976451809,0.008035946,
247,253,0.969225444,0.105426182,
248,254,0.752248769,0.636989906,
249,255,0.892534962,0.368416283,
250,256,0.64694554,0.819355021,
251,257,0.258684032,0.473093571,
252,258,0.196930725,0.931370665,
253,259,0.961434765,0.069934296,
254,260,0.972182966,0.05447075,
255,261,-1.380387694,2.167970258,
256,262,0.510489986,0.482925408,
257,263,0.404559392,0.873213178,
258,264,0.192782245,2.267701805,
259,265,0.118751699,0.828803505,
260,266,0.837006265,0.155791627,
261,267,0.701459809,0.219882687,
262,268,0.945139073,0.068743633,
263,269,-3.031433967,1.448791712,
264,270,-0.100287939,0.440220561,
265,271,-1.081391032,0.929760683,
266,272,-0.798308249,0.776325917,
267,273,0.397182856,0.819720595,
268,274,0.96436762,0.057615524,
269,275,0.599360586,0.557222151,
270,276,0.928939426,0.062668156,
271,277,0.942998234,0.028151882,
272,278,0.587516793,0.679498962,
273,279,0.64880631,0.642713009,
274,280,0.967737956,0.046693472,
275,281,0.636962656,0.700242448,
276,282,0.566154592,0.913305601,
277,283,0.993909329,0.008575444,
278,284,0.962009957,0.050242581,
279,285,0.484707576,0.692259436,
280,286,0.961790592,0.03287319,
281,287,0.86604182,0.149312866,
282,288,0.935640672,0.046071583,
283,289,0.98936482,0.009475049,
284,290,0.683210521,0.739718435,
285,291,0.104294126,1.187465686,
286,292,0.287928928,0.323676235,
287,293,0.960375712,0.021922127,
288,294,0.822852099,0.198796479,
289,295,0.84678401,0.130091849,
290,296,0.375244452,0.352234774,
291,297,-0.034321893,0.364057555,
292,298,0.588639053,0.721676291,
293,299,0.567020398,0.543193581,
294,300,0.984814607,0.016494953,
295,301,0.942905469,0.060172059,
296,302,0.566359899,0.879269346,
297,303,0.621030366,0.543546636,
298,304,0.865640332,0.163461206,
299,305,0.659872126,0.389912364,
300,306,0.881411263,0.377310132,
301,307,0.748920336,0.509199729,
302,308,0.563303743,0.516646898,
303,309,0.983472347,0.055910505,
304,310,0.959656699,0.081586471,
305,311,0.696483089,0.286832611,
306,312,0.959213169,0.171440723,
307,313,0.978510737,0.039810996,
308,314,0.96422311,0.0233471,
309,315,0.976639307,0.072624976,
310,316,0.989206827,0.014784644,
311,317,0.734290051,0.255115492,
312,318,0.480694911,1.410418872,
313,319,0.963499515,0.116104697,
314,320,0.789093043,0.605598747,
315,321,0.616623766,0.480782213,
316,322,0.968488702,0.044924466,
317,323,0.763861156,0.275286541,
318,324,0.952934703,0.115726308,
319,325,0.958146882,0.134414006,
320,326,0.966146586,0.097350911,
321,327,0.9216346,0.069161768,
322,328,0.979177305,0.025965711,
