,group,r2,mse,
0,0,-51.57889688,0.115531815,
1,1,-35.47868582,0.296646932,
2,2,0.183768145,0.112968304,
3,3,0.887578324,0.584338411,
4,4,0.972149579,0.09067025,
5,5,0.556796329,1.088371413,
6,6,0.952255275,0.121714682,
7,7,0.760116446,0.147191339,
8,8,-1.186841926,2.240643514,
9,9,0.605790052,0.37693305,
10,10,0.451828423,0.342979797,
11,11,0.856523987,0.269409934,
12,12,0.255398608,1.521483099,
13,13,0.955105752,0.074926553,
14,14,0.698838876,0.35366811,
15,15,0.899367763,1.548141015,
16,16,0.976011224,0.256064974,
17,17,0.938133522,0.554230452,
18,18,0.859473683,0.375017051,
19,19,0.609087073,0.806597411,
20,20,0.977142988,0.061682675,
21,21,-2.225495956,3.289360868,
22,22,-3.312787986,3.651637807,
23,23,-2.75233239,2.722770532,
24,24,-3.411063817,2.410039978,
25,25,-4.995899002,2.751440358,
26,26,-1.918166844,1.2797355,
27,27,-13.44189998,10.24446885,
28,28,-21.93801933,7.690739908,
29,29,-16.51639921,7.630225459,
30,30,-14.55809353,5.012370436,
31,31,-13.95924493,4.73014986,
32,32,-17.21250356,2.716214529,
33,33,0.926134746,0.588853658,
34,34,0.989992583,0.078838026,
35,35,0.98407404,0.000638294,
36,36,0.961944427,0.001032704,
37,37,0.970222978,0.000494737,
38,38,0.989198641,0.000467446,
39,39,0.529521624,0.007738796,
40,40,0.523161234,0.006123571,
41,41,0.958787452,0.006703157,
42,42,0.505597787,0.058389863,
43,43,0.903784742,0.00874193,
44,44,-8.791419778,0.431429629,
45,59,0.998856482,0.006296805,
46,60,0.993890847,0.031637368,
47,61,0.999119107,0.003544348,
48,62,0.998806465,0.009085138,
49,63,0.994547351,0.033558402,
50,64,0.997898806,0.011972709,
51,65,-0.860712168,8.837541825,
52,66,-0.1550119,3.48348882,
53,67,-0.2354782,2.715928562,
54,68,-0.402725379,1.544580853,
55,69,0.99277136,0.105112212,
56,70,0.989472785,0.129318431,
57,71,0.978177563,0.22613121,
58,72,0.983104384,0.146963702,
59,73,0.994851599,0.033531195,
60,74,0.948838399,0.321770941,
61,75,0.993787719,0.03274994,
62,76,0.958404291,0.187892726,
63,77,0.983818988,0.094921229,
64,78,0.986794413,0.068632137,
65,79,0.770938724,1.011412348,
66,80,0.857987981,0.545995215,
67,81,0.891513904,0.351513755,
68,82,0.970199675,0.084970215,
69,83,0.96518448,0.085211326,
70,84,0.980635555,0.040085724,
71,85,0.713044505,1.656360966,
72,86,0.587324714,1.880753861,
73,87,0.776384623,0.734888472,
74,88,0.859801929,0.37087513,
75,89,-0.522341957,3.057674566,
76,90,-1.931716074,3.13789896,
77,91,0.948351494,0.298096731,
78,92,0.75219044,1.016703382,
79,93,0.110797462,2.91146979,
80,94,0.717350652,0.297879549,
81,95,0.940785579,0.094058532,
82,96,0.810730343,0.210876555,
83,97,0.931770113,0.056134331,
84,98,0.898725262,0.40739089,
85,99,0.17987476,2.138280359,
86,100,-0.517010219,2.374454544,
87,101,0.825252968,0.48895427,
88,102,0.919034981,0.370477863,
89,103,0.491283082,1.160213445,
90,104,0.810566838,0.519557259,
91,105,0.830088082,1.553828625,
92,106,0.91380651,0.761793454,
93,107,0.951254465,0.407522275,
94,108,0.957186319,0.330566162,
95,109,0.928574866,1.327795077,
96,110,0.983505746,0.21216793,
97,111,0.893233464,1.408676132,
98,112,0.562148346,1.927265855,
99,113,-1.316698328,5.338425205,
100,114,-1.15655999,3.531668493,
101,115,0.883453516,0.08690716,
102,116,0.904390469,0.089338087,
103,117,-0.713209948,1.170739111,
104,118,0.26246139,0.265005821,
105,119,0.982426142,0.037775243,
106,120,0.730715465,0.202395977,
107,121,-0.03371894,0.152312563,
108,122,0.941041837,0.086095478,
109,123,0.812112779,0.245076907,
110,124,0.743947085,2.411938253,
111,125,0.651388318,1.260792228,
112,126,0.42462265,1.472437399,
113,127,0.843969013,2.269800477,
114,128,0.822655747,2.484571116,
115,129,0.977561421,0.153836889,
116,130,0.537360724,0.075224689,
117,131,0.737174923,0.019780975,
118,132,0.419971347,0.026080706,
119,133,0.457454677,5.174083134,
120,134,0.763794656,1.21519993,
121,135,0.829382496,0.587557421,
122,136,0.962758236,0.093569559,
123,137,0.838622251,0.314277306,
124,138,0.898126689,0.210818108,
125,139,0.92008143,0.191219531,
126,140,0.986390814,0.029428782,
127,141,0.739260543,0.537018312,
128,142,0.954390161,0.083312023,
129,143,0.972907109,0.040126131,
130,144,0.866700426,1.185243691,
131,145,0.960292515,0.186414508,
132,146,0.703317624,0.668678233,
133,147,0.858075134,1.410050938,
134,148,0.970174275,0.282285293,
135,149,0.969309505,0.228800111,
136,150,0.313176139,2.924957455,
137,151,-0.372620056,4.372774558,
138,152,0.766965582,1.302285192,
139,153,0.987722689,0.108442874,
140,154,0.874542923,0.832975112,
141,155,0.992173307,0.118347439,
142,156,0.973560054,0.275146937,
143,157,0.993915233,0.037675695,
144,158,0.986301379,0.068661991,
145,159,0.966421048,0.205103947,
146,160,0.847756101,0.651999976,
147,161,0.974575504,0.079768409,
148,162,0.988573911,0.029847796,
149,163,0.972916404,0.264264868,
150,164,0.924557275,0.655989181,
151,165,0.812300814,1.44782343,
152,166,0.469468546,1.19363161,
153,167,0.949189643,0.214913787,
154,168,0.982396488,0.071270461,
155,169,0.506224827,0.845133103,
156,170,0.983554488,0.087723927,
157,171,0.94308576,0.190329375,
158,172,0.962068954,0.103846764,
159,173,-9.838193933,9.023017332,
160,174,-3.432299885,8.344865787,
161,175,-7.951574494,2.807968139,
162,178,0.813568131,3.306435291,
163,179,0.626427315,3.579470434,
164,180,0.838585718,1.213726038,
165,181,0.04545061,2.578517078,
166,182,0.829477697,1.529571506,
167,183,0.956080336,0.205691112,
168,184,0.923286153,0.598836323,
169,185,0.607379987,2.808277804,
170,186,0.929565969,0.380632333,
171,187,0.765176103,0.928574919,
172,188,0.778802559,1.579023484,
173,189,0.675238526,1.788947689,
174,190,-0.291942171,0.846553483,
175,191,-0.151945853,7.421853817,
176,192,0.733691038,0.816979958,
177,193,0.683462919,0.74764736,
178,194,0.766447026,0.060474682,
179,195,0.915158985,0.01759651,
180,196,0.969251684,0.004297451,
181,197,0.954406949,0.004743738,
182,198,0.836577684,0.021647358,
183,199,-10.09381077,0.09915867,
184,200,-0.104210727,0.098560272,
185,201,-0.39203609,0.183065438,
186,202,0.491976079,0.042987767,
