,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9481787328804703,0.662188868889561,-1,-1,0.9555123518762589,0.3989721843540301,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.08131717605684172,0.0016909477148611203,0.0012877809872044713,0.0013679117324588929,0.005444741469844161,0.0010834811182244572,0.003468746072136682,0.0014865489543177753,0.0009682463498677481,0.0007568218246342869,0.0011393930539015421,0.0003950804279923707,0.0004673939126576062,0.0010502259511461,0.0006236345418277999,0.0012278293541321335,0.001369576925403837,0.000645488973865264,0.0004701122092484226,0.0006294745292964181,0.0005718142957593134,0.00021651973216309331,0.0002412424248232366,0.00025184872274958505,0.0007066450480729625,0.0018455053608275817,0.000547756806147522,0.0003753188754678819,0.0005305671463221584,0.0006632220568030515,0.0024027571711609332,0.000882043157028937,0.005001682294664996,0.0,0.0,0.19114982276662865,1.6492830240391418,0.2224715899675385,0.007071474370564875,0.0066966370955603245,0.009099973853542139
