,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_15,BET_19,BET_27,BET_26,BET_8,BET_24,BET_21,BET_12,BET_32,BET_9,BET_0,BET_4,BET_16,BET_17,BET_5,BET_13,BET_11,BET_1,BET_2,BET_30,BET_3,BET_29,BET_23,BET_31,BET_22,BET_18,BET_25,BET_6,BET_20,BET_33,BET_7,BET_10,BET_14,BET_28,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9511500095125209,0.6202162854363621,-1,-1,0.9714450892282149,0.2757469318942306,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",650,208,307,75,324,82,35,118,366,81,1133,365,51,29,104,44,64,792,283,115,138,89,37,82,27,32,16,66,28,312,79,39,38,42,0,0,1447,3253,985,789,891,1084
