,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9502814140469829,0.6022191887288608,-1,-1,0.952089911625539,0.5247081741834698,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.08334415365095212,0.0021496965837580167,0.0012736036479873943,0.0010199293908709699,0.0005813300252022757,0.0008646792018999279,0.0015068489429479063,0.00198573623983422,0.002133010246644066,0.0011023398598460612,0.0007146625103146046,0.0005348890969898361,0.000715454252722821,0.0005593081125936335,0.0023533733730868867,0.0004661752107628425,0.0008361044343666135,0.0005050058407189158,0.00034856604334497775,0.00036171636359192034,0.0002541804134912377,0.000276263479291002,0.0009163346488600844,0.0012929718978662611,0.0008498753666902522,0.0010085920584134637,0.0006858476668459845,0.0008257811760473947,0.0007732826409101964,0.0005771291531383338,0.002086276162915975,0.0007359721767005982,0.0030586482094560013,0.0,0.0,0.1889522251290935,1.6489167617446931,0.1920523486157943,0.007393337405810881,0.0073798139918431465,0.015090106702623552
