,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9450063425146293,0.6496846161225645,-1,-1,0.9633459836115214,0.43024913917125196,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.08239782332250942,0.0014443914544951975,0.0016436731847450905,0.0012802544731340348,0.0005324903617653957,0.0016500556694309572,0.0027695955626475164,0.001352833478403163,0.0011008547380715107,0.0010579956272319334,0.0012817609776719383,0.0011907359665671617,0.0003315223344766453,0.0019876894833861384,0.0007060461705350167,0.0013236270209059967,0.001229315693269817,0.00021272195231218557,0.00041439486629064236,0.00029189419436170816,0.00024692370949150517,0.0005350072091405441,0.000245442203944742,0.001268772905347056,0.000537446704944448,0.002693417227359918,0.0006617905269173496,0.0003073952147276682,0.0009199071330370271,0.001628032388672407,0.0010461758230763452,0.0020181499072051837,0.004081553375620028,0.0,0.0,0.2116409490218695,1.65005366710437,0.14974364301139167,0.009107213180921569,0.007850572060786732,0.015139402681823514
