,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.006601668357225734,0.06415880275459454,0.019168437643836758,0.1688703052126058,0.0038082946686276323,0.004100175129734783,0.0024770295811979088,0.00233678460905182,0.0016717925524009911,0.0015824356007138305,0.0020717918435298834,0.0024599366706148412,0.001190798952548854,0.002503964457998925,0.0026005762293076647,0.0007661322706329157,0.001026673479794567,0.0006701339090808425,0.0008378513335900884,0.0009040101599866285,0.0014269942870715612,0.0014601150671309994,0.0015785135152626272,0.004437809786181786,0.0,0.0,0.00930768368448695,0.019820628329294068,0.003732988434097549,0.004136237463437865,0.0034297328162370693,0.005090350783816153,3197.958532487593
