,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9213534505965324,0.7615606852042967,-1,-1,0.9446376879193183,0.5975178806023497,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",667,579,186,133,109,99,130,100,76,61,208,32,48,31,50,31,67,46,127,235,0,0,867,2640,558,396,555,669
