,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.9272317683214696,0.7125837411246765,0.9314788388682991,0.6373256982913837,0.08156810746077016,0.0635808462041804,0.020427717075941085,0.015757487314344974,0.011596004790300875,0.010450661135597615,0.009376302826030594,0.010047468424756472,0.006525607121251404,0.008736335913675815,0.026610326308381792,0.0035479807894119534,0.0033826512093040485,0.0034520957566329617,0.003415200562983814,0.004508838598960455,0.006224331765374026,0.007616082077113967,0.012152378483153696,0.032728404755731695,0.0,0.0,0.11613763719643938,0.30695061792412065,0.05793901996370236,0.043159796041828714,0.05981658579947405,0.07429151450053706,11460.0
