,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.939260321598379,0.6119357650983115,-1,-1,0.9111328455782309,0.8211509901503794,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",714,639,163,143,112,97,90,106,78,66,192,45,26,21,32,40,62,84,111,271,0,0,931,2622,519,364,536,636
