,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.933596503994424,0.6784264415688966,-1,-1,0.9022737191746617,0.7230655447127478,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",657,539,156,137,91,100,99,75,59,133,251,27,35,40,34,39,74,93,98,254,0,0,1079,2465,516,433,538,678
