,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9204980882099505,0.8098536474408498,-1,-1,0.9208897944300676,0.7005779341672737,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",693,557,151,142,125,80,102,80,62,62,243,33,22,30,32,48,59,62,119,323,0,0,1119,2581,498,384,506,587
