,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse,kpg_pca_mse_added_other
0,CFCs,ETR_separate,0.9074458395074355,1.7869202538215176,-1,-1,0.9761167160961565,0.25363305976041595,{'n_estimators': 200},0.07881986107130179,0.06979160932488504
1,CFCs,LGBM_separate,0.8900410878258892,2.092396739033748,-1,-1,0.9748239601503436,0.30849821872385935,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}",0.07881986107130179,0.06979160932488504
2,CFCs,BGLGBM_separate,0.9041438653257494,1.9550235032443013,-1,-1,0.9846115560138327,0.1758837858462777,{'n_estimators': 30},0.07881986107130179,0.06979160932488504
3,CFCs,ETR_separate,0.9482207004551638,1.0998226785185323,-1,-1,0.9774639938966678,0.247777688064723,{'n_estimators': 150},0.07881986107130179,0.06979160932488504
4,CFCs,LGBM_separate,0.9364394988058538,1.2111779456336533,-1,-1,0.9732149979749221,0.3035925901166716,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.07881986107130179,0.06979160932488504
5,CFCs,BGLGBM_separate,0.9467170022597532,1.05240395236394,-1,-1,0.9806004101467115,0.20775789293954905,{'n_estimators': 30},0.07881986107130179,0.06979160932488504
