,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,feature_sum
0,0.007035517166166173,0.06861109711162763,0.022105682330286466,0.18156349915255182,0.012169013946284675,0.007942288891885701,0.005641649004210747,0.008145574984072375,0.0,0.0,0.008212034276522008,0.03224157785625931,4006.1687127606147
