,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,feature_sum
0,0.008243067517004925,0.08188096779634911,0.019635699098739738,0.16311404642884628,0.0048327029465445,0.0063836729506801726,0.0032118370286209653,0.002231453649246879,0.0018620833305832217,0.0024489494849215094,0.00254972825935665,0.0015418734207725516,0.001319906281017235,0.0014564095987861173,0.0016354784454140757,0.0011158397586751947,0.0014310495534105877,0.0014524843447851039,0.0009149475597396155,0.0018682971942423803,0.0009429402500272802,0.0012169656042973508,0.0011020777893308142,0.0008415403315986686,0.0009104372357520911,0.0012354125961637856,0.0010288027901130437,0.001501868477479464,0.0007951184525131172,0.0006361990093716582,0.0005917916129994361,0.0008115407103635571,0.0006398882079185904,0.0007617225651236903,0.0009490264497110828,0.000682862688676585,0.0006285463693264486,0.001055693044035609,0.0006413904279881784,0.0005056937710391786,0.0007008882534199739,0.0005662534797385901,0.0008272954594844441,0.000821466694271321,0.0006925832168683371,0.0009095327343943245,0.0006990854422188175,0.0012937868536515276,0.0011117730643279767,0.00103157158191589,0.0010309930426038332,0.0015763773609211718,0.002059526983079198,0.004173633461716208,0.0,0.0,0.008512594769164968,0.028739138932218994,0.006480671219862919,3494.894235064304
