,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9357869364622552,0.6462918827090295,-1,-1,0.9002170420248842,0.8310378857425373,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1390,1277,416,287,214,164,160,105,101,149,124,116,93,73,79,112,89,88,54,55,55,64,37,68,48,21,36,59,30,53,47,31,33,50,31,34,25,16,40,50,32,57,40,59,52,94,86,179,352,542,0,0,1680,4631,922
