,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9089447275305952,0.8782711015654876,-1,-1,0.9225503387369157,0.7468893844613145,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2281,1933,0,0,1125,3361
