,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.918187973068421,0.8390119305098356,-1,-1,0.9467706652958334,0.4417619967818338,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1433,1153,348,227,209,174,154,120,114,100,125,66,107,91,94,102,36,80,58,32,44,52,23,69,51,29,25,60,36,39,45,34,28,35,20,21,21,25,35,61,23,39,44,65,84,61,77,153,184,460,0,0,1574,4594,885,881
