,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.006041385128824752,0.05892520663186014,0.01751172703024264,0.15287710160376772,0.0037545579396494637,0.003539147113757009,0.002060618548093235,0.0018469475315677421,0.0016644453528490014,0.002459503710400852,0.0016135411588997666,0.0014268529887445638,0.0010079796632411029,0.0011555682652020656,0.0023036401880196697,0.0007323702950320129,0.0012410393743476924,0.001140402718710345,0.001699554360987887,0.001867975724898981,0.0009290036630457647,0.0009825309988290743,0.0008577664005221312,0.0008959188373819167,0.0006505308840869811,0.0008157532055196373,0.0005894307075584622,0.0010071303665011113,0.0005603165996626429,0.0004781707205822189,0.000551891376227854,0.0005874563480025069,0.0004971500472483664,0.000590097704470117,0.0004962921964683143,0.0004413173412843004,0.0004524447100903066,0.0006144651604191665,0.0006128505741359199,0.00034787456232340737,0.0004946527425645677,0.0005580174492021652,0.0007557458410645412,0.0006338231129027251,0.0005309928535533266,0.0007444182144464177,0.0005732025677787041,0.0008305222717603784,0.0009745651747950955,0.0008982326671445167,0.0008647492285225276,0.0010882601714918756,0.00154549457644327,0.00365357888744989,0.0,0.0,0.009081544282261584,0.010585667755400494,0.003655136033438092,0.004011056813777136,0.003769960886274047,0.004236932602645336,3028.0322970266907
