,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9099300366506498,0.87980998533085,-1,-1,0.9189388443762261,0.7165121704331634,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2354,2007,0,0,1009,3330
