,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.913913433402057,0.8525597890530838,-1,-1,0.9148294958231228,0.7731442750503732,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1698,1379,425,328,267,245,236,181,136,157,143,118,122,83,88,145,59,123,64,76,64,51,44,43,85,20,45,48,15,60,63,24,43,39,53,29,37,33,34,41,33,58,73,54,47,88,82,130,276,671,0,0,1712,4532
