,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9180651258887954,0.7973441355154236,-1,-1,0.8541481632534824,1.167808655072613,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",879,661,653,671,0,0,637,2199
