,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9160682971939451,0.8363548415396647,-1,-1,0.8952810779269135,0.9140588265501792,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",2694,1792,1701,1889,0,0,1914,4710
