,group,r2,mse
0,3,,0.099399178
1,4,,0.031131353
2,5,,0.029618721
3,12,,10.96370053
4,22,,1.138055889
5,23,,3.933017078
6,24,,2.494283873
7,25,,5.110058996
8,26,,2.375874236
9,27,,0.084034824
10,28,,7.261426151
11,29,,0.056481166
12,30,,6.656144428
13,31,,0.002825443
14,32,,0.00400339
15,33,,0.011454641
16,34,,0.047328363
17,35,,1.66E-07
18,36,,6.48E-05
19,37,,0.001453038
20,38,,0.007469186
21,39,,0.280054455
22,40,,0.762171644
23,41,,1.893745428
24,42,,0.1974629
25,43,,3.782326441
26,44,,4.020495288
27,45,,0.070179826
28,46,,0.223540678
29,48,,0.374580883
30,49,,0.072415225
31,50,,0.000879684
32,51,,0.137470066
33,52,,0.036502223
34,53,,0.362840478
35,54,,0.500182995
36,55,,0.15919816
37,56,,2.954074674
38,57,,3.630698799
39,58,,8.080404627
40,59,,1.909639351
41,60,,0.003620716
42,61,,3.248467105
43,62,,0.344913931
44,63,,0.001412065
45,64,,0.000237447
46,65,,0.052887418
47,66,,0.006341447
48,67,,8.614481389
49,69,,0.607738248
50,70,,2.772446002
51,71,,0.247862397
52,72,,1.975874783
53,73,,3.913679048
54,75,,0.562917423
55,76,,0.0287265
56,77,,2.855234468
57,78,,2.792370162
58,79,,0.720403945
59,81,,0.726496623
60,82,,1.70095609
61,83,,0.417748093
62,84,,1.593819694
63,85,,1.923614533
64,86,,5.197402055
65,88,,0.037464042
66,90,,0.001004096
67,91,,0.18661359
68,92,,2.739688828
69,93,,0.105817663
70,94,,0.053027916
71,95,,0.031732186
72,96,,0.000298161
73,97,,3.46E-06
74,98,,4.118151193
75,99,,0.094292194
76,101,,0.013688667
77,102,,0.153777147
78,103,,0.448946952
79,124,,0.320580095
80,125,,5.00429079
81,126,,2.652144711
82,127,,0.743998532
83,128,,2.521459002
84,129,,4.283371231
85,130,,0.046692472
86,131,,9.018069456
87,132,,0.006404059
88,133,,0.007192782
89,134,,0.00355902
90,135,,0.838953592
91,136,,0.003497988
