,group,r2,mse
0,23,,0.018617271127056367
1,24,,0.0011162379464887357
2,25,,0.0014924252987905198
3,26,,0.0007109454353645073
4,27,,0.0040219708561047875
5,28,,0.00032749168808281985
6,29,,0.012595909592249878
7,30,,0.007133113787787242
8,50,,0.0018831355445738675
9,51,,0.0062255473743039885
10,52,,0.0020399361999935803
11,53,,0.039866383660613756
12,54,,0.008026246643079497
13,55,,0.0007608671215059155
14,56,,0.021616146009031438
15,57,,0.0013868084574809026
16,58,,0.0038328768878980444
17,101,,0.04885989282759024
18,102,,0.10331879573249622
19,103,,0.2999781598117601
20,104,,0.016104477753989176
21,105,,0.008084479442638398
22,106,,0.06635215917458413
23,107,,0.0002783209726137204
24,108,,5.518922658087997e-07
25,109,,0.0060076034107249
26,110,,0.009117477382478393
27,111,,0.018178207389364088
28,112,,0.0253957875415195
29,113,,0.005167114290571641
30,114,,0.019603580412277645
