,group,r2,mse
0,0,,6.946366529
1,1,,13.25095335
2,2,,11.97673269
3,3,,0.296309225
4,4,,0.058360139
5,5,,0.026344597
6,9,,11.32419161
7,10,,9.823855507
8,11,,10.81551588
9,12,,11.12257242
10,22,,1.766753235
11,23,,3.849529747
12,24,,3.107175656
13,25,,5.570522772
14,26,,2.579999433
15,27,,0.160376605
16,28,,6.548433788
17,29,,0.070443189
18,30,,6.164133184
19,31,,0.002604206
20,32,,0.003775744
21,33,,0.011562314
22,34,,0.04809006
23,35,,4.30E-05
24,36,,4.71E-05
25,37,,0.000676776
26,38,,0.008395474
27,39,,0.166368187
28,40,,0.770726314
29,41,,2.013318258
30,42,,0.290058266
31,43,,2.328254306
32,44,,3.708677416
33,45,,0.021447798
34,46,,0.095803302
35,47,,17.89705183
36,48,,0.318214546
37,49,,0.025998482
38,50,,0.000937649
39,51,,0.104083264
40,52,,0.023018695
41,53,,0.218290703
42,54,,0.718069891
43,55,,0.016478683
44,56,,2.770139347
45,57,,3.413191959
46,58,,7.897866897
47,59,,1.655454828
48,60,,0.02621797
49,61,,4.095454142
50,62,,0.257956852
51,63,,0.000115438
52,64,,0.000454476
53,65,,0.043040812
54,66,,1.46E-06
55,67,,8.871822362
56,68,,15.98251385
57,69,,0.6422001
58,70,,2.713975238
59,71,,0.315818157
60,72,,2.070321202
61,73,,2.431038306
62,74,,15.1840787
63,75,,0.881232735
64,76,,0.003452759
65,77,,3.727943655
66,78,,2.882290957
67,79,,0.715767278
68,80,,9.456782214
69,81,,0.63310326
70,82,,2.070148035
71,83,,0.243174033
72,84,,1.112944746
73,85,,2.313459527
74,86,,5.319390989
75,87,,11.87035704
76,88,,0.037322814
77,89,,13.95885393
78,90,,0.002614968
79,91,,0.116857339
80,92,,2.328386008
81,93,,0.02237879
82,94,,0.048991829
83,95,,0.033284617
84,96,,0.000535779
85,97,,6.22E-05
86,98,,2.307972861
87,99,,0.156000338
88,100,,19.16360706
89,101,,0.013991783
90,103,,0.415040884
91,124,,0.553332087
92,125,,4.777749578
93,126,,2.359870092
94,127,,0.714961111
95,128,,2.097178545
96,129,,5.288772971
97,130,,0.350182388
98,131,,7.366076846
99,132,,0.010543758
100,133,,0.009765838
101,134,,0.004649345
102,135,,0.742468819
103,136,,0.011338765
104,137,,0.209871258
105,138,,0.026787058
106,139,,0.07006577
107,143,,0.031295075
108,146,,0.010388448
109,147,,0.431235609
110,148,,1.118629534
111,149,,0.175295355
112,157,,0.393328366
113,158,,0.037574835
114,159,,1.370792495
115,160,,0.12072707
116,161,,0.015436544
117,162,,0.302394257
118,163,,0.158663585
119,164,,0.467431095
120,165,,2.083642077
121,166,,0.009306218
122,167,,8.002100777
123,168,,3.463751964
124,169,,0.016352524
125,170,,0.013459627
126,171,,0.82628051
127,172,,3.656803718
128,174,,0.032090206
129,175,,0.022831541
130,176,,0.000489506
131,177,,0.004683127
132,178,,0.053475376
133,179,,5.557230024
134,180,,0.010526373
135,181,,0.302156813
136,182,,0.035079512
137,183,,0.209452265
138,184,,0.345477444
139,185,,3.329952766
140,186,,5.396258026
141,187,,1.387656455
142,189,,0.501059822
143,190,,15.08379742
144,191,,1.301795557
145,196,,0.267370288
146,197,,0.406621975
147,198,,0.004659501
148,199,,0.018960578
149,200,,5.787040695
150,201,,6.097025512
151,202,,2.906574615
152,203,,0.265221657
153,204,,0.004064167
154,205,,0.193498324
155,206,,0.015321667
156,207,,1.191102944
157,208,,0.369383977
158,209,,0.073117053
159,217,,5.585731291
160,218,,1.421421787
161,219,,0.000710189
162,220,,0.656488766
163,221,,0.105131761
164,222,,6.08851207
165,223,,7.661003473
166,224,,0.430647161
167,225,,2.7872458
168,226,,3.709968567
169,227,,0.225185813
170,229,,0.24141398
171,230,,1.048041197
172,231,,1.513954677
173,232,,0.795594751
174,233,,0.08070583
175,234,,0.011794139
176,235,,5.456752607
177,236,,0.327978416
178,237,,8.16757514
179,238,,1.343916667
180,239,,2.458980681
181,240,,0.275033015
182,241,,6.457146805
183,242,,6.729918688
184,243,,1.313012279
185,244,,0.175880938
186,245,,0.201277632
187,246,,0.588796564
188,247,,0.359736202
189,248,,0.011939263
190,249,,0.028547726
191,250,,25.72551639
192,251,,3.828657077
193,252,,0.919819896
194,261,,0.247018672
195,262,,0.134318282
196,263,,10.29092487
197,265,,0.000330001
198,266,,8.86E-05
199,267,,0.087381809
200,268,,0.271381159
201,269,,0.037257994
202,270,,1.454550709
203,271,,0.333960027
204,272,,0.077888139
205,273,,0.383050932
206,274,,0.051460241
207,275,,0.129598434
208,276,,0.043355663
209,277,,0.040586646
210,278,,0.035928446
211,279,,0.037264425
212,280,,0.001503108
213,281,,0.037082338
214,282,,0.586092704
215,283,,16.04344627
216,284,,1.971548249
217,285,,0.992785825
218,286,,0.003776844
219,287,,1.088770601
220,288,,1.098859271
221,289,,0.44506723
222,290,,3.268553201
223,291,,0.001243641
224,292,,0.66360024
225,293,,0.159154661
226,294,,0.16194289
227,295,,0.015679247
228,296,,1.114150425
229,297,,11.20545263
230,298,,0.011716892
231,299,,49.87641367
232,300,,13.43372596
233,301,,0.097055567
234,302,,1.612148241
235,303,,1.132613088
236,304,,2.737796761
237,305,,4.775736125
238,306,,7.793813548
239,307,,7.035243252
240,308,,4.776653415
241,309,,0.050547758
242,310,,11.89729242
243,311,,2.015311402
244,312,,0.198081012
245,313,,0.080135996
246,314,,2.760871653
247,315,,0.013539728
248,316,,0.004387517
249,317,,0.00017737
250,318,,1.45E-05
251,319,,0.023496351
252,320,,0.006180893
253,321,,0.000680223
254,322,,0.006964825
255,323,,0.00879743
256,324,,5.780207117
257,325,,2.248567708
258,326,,0.012042285
259,327,,0.027531827
260,328,,1.465107833
261,329,,0.138317797
262,330,,1.409736695
263,331,,1.968472194
264,332,,0.958809487
265,333,,0.547588503
266,334,,0.467762206
267,335,,0.134473897
268,336,,0.00161115
269,337,,0.022925591
270,338,,0.057452793
271,339,,5.827002855
272,340,,5.947973818
273,341,,6.114124986
274,342,,2.319322426
275,343,,0.257166012
276,344,,14.19591903
277,345,,4.892340416
278,347,,0.000654842
279,348,,0.705900411
280,349,,0.057777442
281,350,,0.003796302
282,351,,0.061511058
283,352,,0.022910318
284,353,,0.005448589
285,354,,0.000589832
286,359,,5.246779392
287,360,,0.055443894
288,361,,5.506896475
289,362,,1.888906213
290,363,,0.109226056
291,364,,1.562948273
292,365,,0.176725729
293,366,,1.656974112
294,367,,0.404275138
295,368,,0.892621621
296,369,,2.800910201
297,370,,25.58451736
298,371,,9.343213634
299,372,,7.516882882
300,373,,2.290423897
301,374,,3.038128594
302,376,,12.94548125
303,377,,8.580954304
304,378,,2.912894099
305,379,,6.770620945
306,380,,2.77967975
307,381,,5.161989147
308,382,,1.241566542
309,383,,5.714464097
310,384,,0.016751514
311,385,,0.001851814
312,386,,0.000868077
313,387,,2.073339698
314,388,,0.843116874
315,389,,0.763767876
316,390,,2.18539439
317,391,,2.074381497
318,392,,0.082365638
319,393,,0.354064301
320,394,,4.482636928
321,395,,0.583496053
322,396,,6.482322794
323,397,,0.074963851
324,399,,1.737169988
325,400,,0.033924011
326,401,,0.97681489
327,402,,0.24403008
328,403,,0.648597388
329,404,,0.256277493
330,405,,1.94207657
331,406,,3.774715665
332,407,,10.74371457
333,408,,4.678888416
334,409,,0.108389164
335,410,,0.060755246
336,411,,4.054175858
337,412,,0.010391492
338,413,,2.39580093
339,414,,4.020793486
340,415,,0.007323761
341,416,,0.817307997
342,417,,0.101289845
343,418,,5.93E-06
344,419,,0.316834136
345,420,,0.279850224
346,421,,0.045798929
347,422,,0.000135403
348,423,,0.046323873
349,424,,0.247618062
350,425,,0.00594501
351,426,,0.007648914
352,427,,0.002437759
353,428,,0.006309241
354,429,,0.000517449
355,430,,0.025414053
356,431,,1.60283689
357,432,,4.41262218
358,433,,10.97628071
359,434,,0.082597108
360,435,,5.822964714
361,436,,0.018067344
362,437,,0.72896379
363,438,,3.734222199
364,439,,3.929238437
365,440,,0.034075111
366,441,,1.135921885
367,442,,30.50165372
368,443,,1.159739329
369,444,,0.452787283
370,445,,42.9702601
371,446,,0.22081253
372,452,,4.380953407
373,453,,15.74694788
374,454,,3.232140439
375,455,,0.505108911
376,456,,0.018809538
377,459,,8.570009535
378,460,,0.05597424
379,461,,0.000122682
380,462,,1.085961522
381,463,,0.216969111
382,464,,5.484129607
383,465,,0.263285289
384,466,,0.002708194
385,467,,0.005227406
386,468,,0.020069867
387,469,,0.074774103
388,470,,0.107054141
389,471,,2.141694645
390,472,,6.167893306
391,473,,1.471117071
392,474,,0.006207557
393,475,,2.215434193
394,476,,12.68055077
395,477,,5.44341026
396,478,,0.686643956
397,479,,0.297454373
398,480,,0.226651586
399,481,,0.009883103
400,482,,0.117272651
401,483,,0.202892109
402,484,,0.044423202
403,485,,1.213910496
404,486,,1.0144533
405,495,,0.470508716
406,496,,0.00662193
407,497,,0.004953629
408,498,,0.014827116
409,499,,2.675846223
410,500,,0.048317116
411,501,,3.569768852
412,502,,0.012919516
413,503,,0.044368674
414,504,,0.01016124
415,505,,0.488552915
416,506,,0.048065162
417,507,,0.33336844
418,508,,0.033505583
419,509,,0.058630545
420,510,,0.045653625
421,511,,0.00484581
422,512,,0.01150713
