,group,r2,mse
0,0,,0.02262582
1,1,,0.009778033
2,2,,0.052250557
3,3,,0.76474687
4,52,,0.496060608
5,73,,0.094377392
6,75,,0.019334682
7,76,,0.029927443
8,77,,0.06817088
9,78,,0.031952032
10,79,,0.01906706
11,80,,8.92E-05
12,81,,6.52E-06
13,82,,0.042838853
14,83,,0.001061297
15,84,,0.290775506
16,85,,0.187500545
17,86,,0.001720688
18,87,,0.593580284
19,88,,0.139674142
20,89,,0.011335075
21,91,,0.005577596
22,92,,0.004635008
23,93,,0.295290087
24,94,,4.73E-06
25,95,,0.034682238
26,96,,0.011119735
27,97,,0.071561538
28,98,,0.188607602
29,100,,0.102023677
30,101,,0.006157377
31,102,,0.139386102
32,103,,0.176167054
33,104,,0.096132831
34,106,,0.01038818
35,107,,0.037200421
36,108,,0.044213015
37,109,,0.008561175
38,110,,0.159613292
39,111,,0.007587964
40,112,,0.032680836
41,113,,0.711384185
42,114,,0.029218403
43,115,,0.546890662
44,116,,7.68E-05
45,117,,0.000817026
46,118,,0.127422255
47,119,,0.021210701
48,120,,0.011654875
49,121,,0.005595001
50,122,,0.374077125
51,123,,0.212745286
52,124,,0.08563326
53,125,,0.000172199
54,126,,0.008463639
55,127,,0.047346509
56,128,,0.62514858
57,129,,0.702300394
58,130,,0.007758063
59,131,,0.001136957
60,132,,0.011234911
61,133,,0.220202855
62,134,,0.846527285
63,135,,0.004607401
64,136,,0.140071284
65,139,,0.025385303
66,140,,0.000493181
67,141,,0.558503583
68,142,,0.12829827
69,143,,0.011416147
70,144,,0.002959927
71,145,,0.090576814
72,146,,0.00185894
73,147,,0.015329913
74,148,,0.002355105
75,149,,0.092615155
76,150,,0.02655585
77,151,,0.031168657
78,152,,0.109917425
79,153,,0.221457514
80,154,,0.014132705
81,155,,0.005086589
82,156,,0.002773227
83,157,,0.044464225
84,158,,0.024246209
85,159,,0.076701856
86,160,,0.131883258
87,161,,0.001543313
88,162,,1.71E-05
89,163,,0.324578486
90,164,,0.00126782
91,165,,0.002248445
92,166,,0.000159578
93,167,,0.229920607
94,168,,0.021420378
95,169,,0.075595333
96,171,,0.457758127
97,172,,0.042162859
98,173,,0.009097561
99,174,,0.30952948
100,175,,0.025990323
101,176,,0.028043446
102,177,,0.346490632
103,178,,0.516651826
104,179,,0.919537022
105,180,,0.1432812
106,181,,0.00470071
107,182,,0.030666307
108,183,,0.001692057
109,184,,0.007122586
110,185,,0.000300807
111,186,,0.007949542
112,187,,0.002536271
113,188,,0.001495295
114,189,,0.001981929
115,190,,2.21E-05
116,191,,0.043319293
117,192,,0.005978264
118,193,,0.000614998
119,194,,0.543870286
120,195,,0.005078047
121,196,,0.001059554
122,197,,0.004221107
123,198,,0.089972983
124,199,,0.002244903
125,200,,0.011133682
126,201,,0.000265466
127,202,,0.016955528
128,203,,0.09920155
129,204,,0.010091197
130,205,,3.73E-05
131,206,,0.1123306
132,207,,0.006694707
133,232,,0.017137432
134,233,,0.089935355
135,234,,0.062822562
136,235,,0.106376246
137,236,,0.013671654
138,237,,0.007080619
139,238,,0.052894678
140,239,,0.072411529
141,240,,0.865419558
142,241,,0.076145046
143,242,,0.190308281
144,243,,0.046279866
145,244,,0.11479172
146,245,,0.16206169
147,246,,0.462140803
148,247,,0.010602867
149,248,,0.302151441
150,249,,0.43466321
151,260,,0.015504519
152,261,,0.015093644
153,262,,0.145543791
154,263,,0.076035866
155,264,,0.018075796
156,265,,0.008672336
157,266,,0.09669503
158,267,,0.020209584
159,268,,0.593104741
160,269,,0.053576874
161,270,,0.892032852
162,271,,0.032083392
163,272,,0.332328506
164,273,,0.037519941
165,275,,0.005429049
166,276,,0.18603386
167,277,,0.016856749
168,278,,0.101942732
169,279,,0.042772355
170,280,,0.742461177
171,281,,0.002696674
172,282,,0.009643208
173,283,,8.90E-05
174,284,,0.007475539
175,285,,0.152144285
176,286,,0.00042293
177,287,,0.000773276
178,288,,0.01500904
179,289,,0.350168031
180,290,,0.005598
181,291,,0.221995914
182,292,,0.023339176
183,293,,0.016705183
184,294,,0.002904515
185,295,,0.044096737
186,296,,0.002288621
187,297,,0.383404508
188,298,,0.149377236
189,299,,0.686138746
190,300,,0.011751941
191,301,,0.017683885
192,319,,0.03202528
193,320,,0.003461878
194,321,,0.00065109
195,322,,1.56E-05
196,323,,0.01583091
197,324,,0.017087335
198,325,,0.035492848
199,326,,0.020338157
200,327,,6.12E-05
201,328,,0.044473476
202,329,,0.028587626
203,330,,0.237534982
204,331,,0.059342819
205,332,,0.024455821
206,333,,0.053647683
207,334,,0.16650415
208,335,,0.034854422
209,336,,0.075071659
210,355,,0.006598948
211,356,,0.021403827
212,357,,0.003769434
213,358,,0.048262468
214,359,,0.102509642
215,360,,0.006481644
216,361,,0.917480317
217,362,,0.039739219
218,363,,0.083764627
219,364,,0.145560114
220,365,,0.044699992
221,366,,0.003102055
222,367,,0.011782741
223,368,,0.004803356
224,369,,0.005106172
225,370,,0.018968757
226,371,,0.003664776
227,372,,0.406333405
228,373,,0.132512574
229,374,,0.189424823
