,group,r2,mse
0,0,,0.0016019216248200118
1,1,,0.021930651332940383
2,2,,0.03897582159881904
3,3,,0.658037002762297
4,52,,0.5789082237745411
5,73,,0.08794483648030814
6,75,,0.02835429929001839
7,76,,0.028768727213549696
8,77,,0.07633487077905246
9,78,,0.031439028740868416
10,79,,0.013526828597916677
11,80,,0.00037305466457220884
12,81,,0.0012304410844431626
13,82,,0.03763277943666512
14,83,,0.0028707929560247043
15,84,,0.20238769296426598
16,85,,0.19546112469176855
17,86,,0.0023200143316588415
18,87,,0.6048059733404341
19,88,,0.12428359902642427
20,89,,0.008506461417591578
21,91,,0.0012382230106578289
22,92,,0.005093425757006044
23,93,,0.3680681432256869
24,94,,0.00016713702074571646
25,95,,0.03961846880622795
26,96,,0.015202551601114733
27,97,,0.08781676256779779
28,98,,0.18281453323062685
29,100,,0.0945132872339737
30,101,,0.00861487037941637
31,102,,0.12669470816328363
32,103,,0.1811271337296425
33,104,,0.0653165628267946
34,106,,0.006532603874176168
35,107,,0.06145186289824391
36,108,,0.01851834933314842
37,109,,0.00987803454771101
38,110,,0.1454069994481234
39,111,,0.005602094289660763
40,112,,0.05408698556573493
41,113,,0.6824285936519624
42,114,,0.024264117943734644
43,115,,0.5731970027752659
44,116,,0.0002517185869869964
45,117,,7.303428090704821e-06
46,118,,0.08616623013496476
47,119,,0.02979060672320279
48,120,,0.01692574865808644
49,121,,0.005590524750561396
50,122,,0.31183642635077696
51,123,,0.18399545575214063
52,124,,0.10331107306910252
53,125,,7.704869717936457e-09
54,126,,0.034696520308999675
55,127,,0.027716132254557983
56,128,,0.5461902255825155
57,129,,0.7252551850103794
58,130,,0.00237096907649201
59,131,,0.0007626136063834368
60,132,,0.008778828676389922
61,133,,0.18100873394575506
62,135,,0.0018428225362930764
63,136,,0.13906296070478957
64,139,,0.02801367522266905
65,140,,0.0008960505490106618
66,141,,0.561812684652639
67,142,,0.14502044246313592
68,143,,0.0072540578635472055
69,144,,0.0033584685000957655
70,145,,0.10983631542429445
71,146,,0.002521747823973294
72,147,,0.012230311112596539
73,148,,0.010663701838661306
74,149,,0.15419331659455981
75,150,,0.036184698553427486
76,151,,0.03693191863192857
77,152,,0.14510352006332305
78,153,,0.293236449573419
79,154,,0.017448781572767514
80,155,,0.004572842622235083
81,156,,0.007589782029198414
82,157,,0.035866935649495536
83,158,,0.02585837016691918
84,159,,0.06189673105640731
85,160,,0.1737439168198898
86,161,,0.00011491388585045481
87,162,,5.1214318643648666e-05
88,163,,0.2939170731473202
89,164,,0.0026219333361243388
90,165,,0.003133197867534265
91,166,,0.002430066121940597
92,167,,0.21573727919561517
93,168,,0.0016578538559152488
94,169,,0.05245454222945618
95,171,,0.5026648044296608
96,172,,0.01875750691142376
97,173,,0.009409592368906717
98,174,,0.23897521404114425
99,175,,0.010046996376417254
100,176,,0.024338420312027577
101,177,,0.34057516222379525
102,178,,0.5243977992436242
103,180,,0.1256955188927768
104,181,,0.0032122209000286016
105,182,,0.03724018869518327
106,183,,0.002353660265336932
107,184,,0.004531540837029722
108,185,,0.0006902641026248079
109,186,,0.00020454550986632281
110,187,,0.0018085480486295014
111,188,,0.0014835609433384567
112,189,,0.002084528268850444
113,190,,0.00036639707769385403
114,191,,0.04222338107919788
115,192,,0.005325383315486166
116,193,,0.0012581391538454105
117,194,,0.535294466472768
118,195,,0.008139875088268314
119,196,,2.9050054371961175e-05
120,197,,0.005907604080731314
121,198,,0.08051920845629786
122,199,,0.0019744880664765868
123,200,,0.010700878129239968
124,201,,0.0005946377273928039
125,202,,0.016229718096849255
126,203,,0.1209272051570582
127,204,,0.01121357386489057
128,205,,0.00010850480219036644
