,group,r2,mse
0,31,,0.05256778135353674
1,32,,0.026542412198210404
2,33,,0.08772355118675197
3,38,,0.06875417656584606
4,39,,0.028631950067691946
5,40,,0.29803565206895566
6,47,,0.0016510788497927492
7,48,,0.0006744272930780586
8,49,,0.004033544946695227
9,50,,0.017487368307238096
10,51,,0.02946381281734203
11,52,,0.11329842325681949
12,53,,0.0036787001822239326
13,54,,9.854308581476917e-06
14,55,,0.0005299033278056062
15,56,,0.0066596700563115695
16,57,,0.0035413753655087724
17,58,,0.00031817997073063013
18,59,,0.004968304043324952
19,60,,0.015246730777983164
20,61,,0.0001276880740152206
21,62,,0.0103097583409811
22,63,,0.011315729278059905
23,64,,0.03710045511985678
24,65,,0.04742689530165384
25,66,,0.009640523519690315
26,67,,0.03746398880694883
27,68,,0.08363958824543603
28,69,,0.025616797726999364
29,75,,0.011548501905365558
30,76,,0.011634616304452661
31,77,,0.008204248460525108
32,78,,0.0005814295766873729
33,79,,0.0785095634106254
34,80,,0.0001437177456600203
35,81,,0.03393748883777186
36,82,,0.053580457569137374
37,83,,0.003320973206194882
38,84,,0.02963410744618477
39,85,,0.4150493592757279
40,86,,0.0009133662901066091
41,87,,0.012200995245176137
42,88,,0.14677310457279052
43,89,,0.02690577256129004
44,90,,0.0005279391796349227
45,91,,0.011499996314735245
46,92,,0.32733592826553276
47,93,,0.09334018585841146
48,94,,0.010979089933302258
49,95,,0.011868461921573894
50,96,,0.2866661455968297
51,97,,0.024786766169182906
52,98,,0.0065974889782762225
53,128,,1.0348322490332975
54,129,,0.06937968210540894
55,130,,1.4972578281589415
56,131,,0.032018141184965696
57,132,,1.4613894478654896
58,133,,0.23742065494159229
59,134,,0.007080673718773922
60,135,,0.02482480924020073
61,136,,1.406081166869729
62,137,,0.03825398812378385
63,138,,0.041974079664046864
64,139,,0.003861352484408903
65,140,,0.003636729548451732
66,141,,0.018431400102546187
67,142,,0.006164792711646448
68,143,,0.005652585435312505
69,144,,0.008942014341935336
70,145,,0.02844271847598287
71,160,,0.5655678502961087
72,161,,0.10583901958454742
73,162,,0.6305395208556415
74,163,,0.022738459968611853
75,164,,0.0021521233951883557
76,165,,0.060976504632290845
77,166,,0.003916491736878075
78,167,,0.07869197759908401
79,168,,0.08153318259804916
80,169,,0.0062973106965113984
81,170,,0.039369580491114435
82,171,,0.07008103962246806
83,172,,0.4237055610204852
84,174,,1.336454012898938
85,175,,0.9290217983335373
86,176,,0.22397430241910024
87,177,,0.7036903694789254
88,178,,0.09752698744366019
89,179,,0.18206060565362261
90,180,,0.6127308061595035
91,181,,0.03221250870771564
92,182,,0.05191546391061347
93,183,,0.001568976988573537
94,184,,0.0010929954099090184
95,185,,0.025041944755589234
96,186,,0.0077145950516360915
97,187,,0.07190264661506844
98,188,,0.0037554146198016196
99,189,,0.00010896461632411616
100,190,,0.006702224642421074
101,191,,0.0003604797846052646
102,192,,0.028419936947655454
103,193,,0.026279449358972733
104,194,,0.0025991624606583504
105,195,,0.002279945385967056
106,204,,0.09311859261719879
107,205,,0.05538389085515104
108,206,,0.03882534499165423
109,207,,0.07198752408025362
110,208,,0.0504362127083778
111,209,,0.011993307203713366
112,210,,0.036823316397087
113,211,,0.10301476406514494
114,212,,0.12999228660496076
115,213,,0.21546306629984566
116,214,,0.08989026378901836
117,215,,0.06492371328315806
118,216,,0.0003078866815339488
119,217,,0.11105294166838274
120,218,,0.014903991406345069
121,219,,0.04412989569525659
122,220,,0.06564417808006406
123,221,,0.023570421597916325
124,222,,0.09411118718861203
125,223,,0.008955676914470077
126,224,,0.024072153549237956
127,225,,0.0019105424112063132
128,226,,0.014139803300603182
129,227,,0.0004315936361101706
130,228,,0.0003083043737318705
131,230,,0.00207280741309802
132,231,,0.037443236116155805
133,232,,0.005659439488604118
134,233,,2.7739089904868606e-06
135,234,,0.004503257257599294
136,235,,3.9183892483625815e-05
137,236,,0.00036714301114992246
138,237,,0.0003144758050573505
139,238,,0.05108180905743222
140,239,,0.005220369691079029
141,240,,0.002097202249169096
142,241,,0.001675824646166162
143,242,,0.02460007177484127
144,243,,0.0018968177269729606
145,244,,0.11920868868892778
146,245,,0.00035687215880037177
147,246,,0.011114569130309202
148,247,,0.008231721300747334
149,248,,0.047685819281598776
150,249,,0.019622899952418463
151,250,,0.001305752298206977
152,251,,0.0023599250199809064
153,252,,0.0014327309066413162
154,253,,0.03164983552936352
155,254,,0.03517495240039982
156,255,,0.03298152808767654
157,256,,0.00176805459132161
158,257,,5.1336226940477504e-06
159,258,,0.0018679049280336045
160,259,,2.7940573747764482e-06
161,260,,0.4139494939282143
162,261,,0.3535673968448211
163,262,,0.1182243299464086
164,263,,0.024064855823921413
165,264,,0.34024762068575665
166,265,,0.0004813074138290346
167,266,,0.022870049393765128
168,267,,0.04336504173807161
169,268,,0.036619823051609865
170,269,,0.03671346266131523
171,270,,0.16838160174276312
172,271,,0.09731731076813367
