,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9531531777736262,0.5673531912493858,-1,-1,0.9644259762332277,0.3761229218780818,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.01191841597523164,0.05255370713285165,0.004100289258012461,0.0019351419573098937,0.0008981664115822612,0.0014781229396718702,0.0009680075878755894,0.0010034052061590397,0.0014093427507753256,0.0008619842169045803,0.0009948289390584156,0.0013870704352971811,0.00022957523756018673,0.00013351306918442108,0.0006389201867942118,0.0006642759612174199,0.0010413417335978226,0.0014176433762821442,0.0001282042150030175,0.00015210715003497835,0.00014607675231421332,0.00013952907389345182,0.00020555588466299272,0.00028344851017871134,0.0005116505361177322,0.00047619539342404297,0.00023857925917127507,0.00032357107847650707,0.0003158357812977427,0.0008301506182058938,0.0010298149348043073,0.000726448920041652,0.0025542695347567255,0.005087798858057546,0.0,0.0,0.21113626797594595,1.678741121130683,0.19930970979761234,0.00494521738014172,0.0044946208336628735,0.009916086556426014
