,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.949879986811979,0.5995479041818468,0.9598778133196825,0.4537042968853695,0.0055900193177882114,0.02669109865752495,0.0016486222242274447,0.0007668415167101493,0.000467465953387717,0.0009478125585404174,0.0005002996859193047,0.0005805614011510775,0.0005206082847685123,0.00038558424821508045,0.00048174588270226437,0.0003642787654663958,0.0003325142622581555,0.00022213800016862215,0.00034697511609495057,0.0005716000291131118,0.0002910899973286634,0.0002981609053420953,0.0001519844172938435,0.00018474715785636787,0.00027925890887661346,0.00013485168805443972,0.00013125481061270494,0.00022780716870940423,0.0003168538340443314,0.00015967557499448965,0.00018072104058919212,0.0001856515195465829,0.00039030228737208856,0.00026619103704643513,0.0005228428463530428,0.0003800827786711375,0.0007805463996717783,0.0029687928414216247,0.0,0.0,0.09142171412308345,0.7548963007162403,0.09542476782457875,0.0029500268385456536,0.002180881934115712,0.004857327445614978,2.1907109742478146
