,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,Methane,ETR_separate,0.8926115131988276,1.0497579603939369,-1,-1,0.9420773015727683,0.6820039967607074,{'n_estimators': 150},0.03129993743143481
1,Methane,LGBM_separate,0.8891009738405564,1.0722695631919545,-1,-1,0.913903161130736,0.9344640250631988,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.03129993743143481
2,Methane,BGLGBM_separate,0.9030995327750588,0.9393077603503619,-1,-1,0.9425017378124851,0.651090875028211,{'n_estimators': 50},0.03129993743143481
