,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,E&E,LGBM_separate,0.9577496042896311,0.3166568930465689,-1,-1,0.9525255571600943,0.30091224609399,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}"
