,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,kpg_pca_mse
0,0.9312003380046799,0.9160435177640704,0.9170761936030242,0.8408184423956775,0.022352470930248173
1,0.927524010130835,0.9682108649383662,0.9174063530824631,0.8814516133107224,0.022352470930248173
