,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9121406027321541,0.8900244141459293,-1,-1,0.9440361868300836,0.4618443141737819,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",438,52,46,38,33,48,51,38,22,32,34,27,32,42,45,0,0,663,2162,475,419,496,507
