,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.9251773776126391,0.7313918285851915,0.9279442265221595,0.6732283856944382,0.08775851862826195,0.010366400401660966,0.010754587344112882,0.008178152002886251,0.007670746653168224,0.009101690186056274,0.007184271296742128,0.0062251622488075685,0.005525214239759223,0.00673860074378612,0.006973017656346669,0.005530876726572863,0.006609474699337287,0.006337952434452305,0.008341215106732348,0.0,0.0,0.11726104423620627,0.3192196981232501,0.0976403592451298,0.07927829343473626,0.09042943757862089,0.10287528701337362,11220.0
