,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9226470452675448,0.7832429650458884,-1,-1,0.9263719312167281,0.6817935787420472,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",913,116,108,68,89,82,66,40,55,55,63,38,77,33,77,0,0,1002,2658,821,702,802,835
