,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.00719078703051533,0.06920073800084803,0.019615666264203194,0.16208090703349903,0.007192715532033397,0.00258778186958102,0.001978563777194217,0.0016893318528242223,0.001487599547006445,0.001803450536155204,0.0017192633619049975,0.001133523780583158,0.0011433433391534024,0.0012038276968155204,0.0011162065237469185,0.001275802038125576,0.0015274104262107521,0.0015388602345407327,0.0014976620137505505,0.0,0.0,0.009601725250090794,0.030358442683684924,0.006380347377754142,0.006477579808389368,0.005112908873698283,0.007367932653682398,3850.4704191799215
