,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.932262718083814,0.6657621193952694,-1,-1,0.9217773302122402,0.7715001447713702,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",822,104,120,75,71,72,57,55,61,40,57,60,66,63,99,0,0,909,2582,937,726,764,960
