,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CFCs,GBR_separate,0.8987794973070435,1.4575169365364964,-1,-1,0.969744596777356,0.5270483341461039,"{'learning_rate': 0.5, 'n_estimators': 200}"
1,CFCs,ETR_separate,0.917908204907123,1.156281166078044,-1,-1,0.9711960348077658,0.4440526989135654,{'n_estimators': 180}
2,CFCs,LGBM_separate,0.9130977226932455,1.226511167234749,-1,-1,0.9699957433184244,0.4390571047567154,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
3,CFCs,BGLGBM_separate,0.9232732055416255,1.0947410665466866,-1,-1,0.9714582582461353,0.4036304127770264,{'n_estimators': 50}
4,CFCs,GBR_separate,0.9337373136660192,1.3935336410506427,-1,-1,0.97668254065821,0.3883460239430205,"{'learning_rate': 0.5, 'n_estimators': 180}"
5,CFCs,ETR_separate,0.9413285784163671,1.142975401377823,-1,-1,0.96863729212512,0.48915185647466014,{'n_estimators': 180}
6,CFCs,LGBM_separate,0.947553761786477,1.0954375890146457,-1,-1,0.9565953268262901,0.7264213968789247,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
7,CFCs,BGLGBM_separate,0.9475412841623498,1.1678049989049422,-1,-1,0.9584006237372336,0.6425193177634644,{'n_estimators': 50}
