,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.9400492933703497,0.7747491080721427,0.9409356157456993,0.8110659162113907
1,0.9359761653670104,0.8270576125457667,0.9331099548728011,0.8768350898213273
2,0.936737811983253,0.818595091973233,0.9390534670228349,0.8463908070556252
3,0.9445550382550233,0.7181758014463842,0.9420986235017412,0.7811973528185122
4,0.9097027923555883,1.6960147881637677,0.934807459568252,0.9427777069128944
5,0.9234829036630446,1.4370578357765298,0.9253380442029198,1.0139094497970538
6,0.914546373523031,1.5673564779241782,0.9310589313028034,0.9700089570515578
7,0.9158390295840155,1.5826206783119015,0.9250517708893072,1.1149113803527895
8,0.9080431589443063,1.0511601697589814,0.9081507541698672,0.9557173407151047
9,0.9113783229139211,1.0130784768869203,0.9058363172765447,0.9355195397412499
10,0.9045529158947537,1.0894263388354057,0.9098616254574797,0.9323600944829175
11,0.9198628167406366,0.9137184435705954,0.9204848943196269,0.8063852593409154
12,0.9252406640048473,0.5571885622228175,0.9291014063887696,0.5125750472315397
13,0.8977626629363145,0.7609991250744575,0.8899218933833348,0.7285647702011744
14,0.9275269553204488,0.5375815693521644,0.9378137017563408,0.43994419034692017
15,0.9341342502694067,0.49110128573190465,0.9361072752796727,0.44077383977523155
