,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CO2,GBR_separate,0.9453307169797631,0.7474544550311346,-1,-1,0.9213317675098776,0.8639540376106248,"{'learning_rate': 0.5, 'n_estimators': 200}"
1,CO2,ETR_separate,0.9426782273859295,0.7834106755815237,-1,-1,0.911434165332159,1.0050053864382806,{'n_estimators': 180}
2,CO2,LGBM_separate,0.946349280015028,0.7315438342719058,-1,-1,0.9212184787267674,0.8841716682877754,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
3,CO2,BGLGBM_separate,0.9509176749011317,0.6713833894732938,-1,-1,0.9258276270937857,0.8565147878215076,{'n_estimators': 50}
4,CFCs,GBR_separate,0.9421456176825647,1.0571167031115813,-1,-1,0.9804812551569141,0.3311209132842095,"{'learning_rate': 0.1, 'n_estimators': 200}"
5,CFCs,ETR_separate,0.9435420441328887,1.0908379909673207,-1,-1,0.9871809269687254,0.23971786605144677,{'n_estimators': 100}
6,CFCs,LGBM_separate,0.9445855333709925,0.9602184204077948,-1,-1,0.9874238640116441,0.2447431080383136,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
7,CFCs,BGLGBM_separate,0.9455229046482303,0.9824699100268021,-1,-1,0.9883956111054351,0.21284947197529236,{'n_estimators': 50}
8,Methane,GBR_separate,0.9165247185371269,0.9527664320846977,-1,-1,0.9242393116462635,0.7088250652382069,"{'learning_rate': 0.5, 'n_estimators': 200}"
9,Methane,ETR_separate,0.9146273644840248,0.9680926288265495,-1,-1,0.9147675776533453,0.7738377231779308,{'n_estimators': 100}
10,Methane,LGBM_separate,0.9138940059788065,0.9758397958709525,-1,-1,0.9360792252165657,0.5935200138853333,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 30}"
11,Methane,BGLGBM_separate,0.9261851265324396,0.8373829169846905,-1,-1,0.9232920499388262,0.6816596293617875,{'n_estimators': 30}
12,E&E,GBR_separate,0.9356066821346838,0.4751983899646862,-1,-1,0.9315475709344339,0.49560249347092544,"{'learning_rate': 0.5, 'n_estimators': 200}"
13,E&E,ETR_separate,0.9127384656717525,0.6400372275400743,-1,-1,0.9017175025027174,0.7689783110088717,{'n_estimators': 150}
14,E&E,LGBM_separate,0.9444253953608438,0.4098161384003389,-1,-1,0.9437970408278379,0.44764422823527067,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
15,E&E,BGLGBM_separate,0.9460340805861005,0.39776750275766626,-1,-1,0.9414719089032715,0.4538008450771082,{'n_estimators': 50}
