,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure
0,E&E,LGBM_separate,0.9425454311112598,0.394870721160544,-1,-1,0.968099664281877,0.2526281903809597,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",1010,1006,294,82,77,100,77,51,52,22,40,40,39,72,47,69,14,0,22,15,3,3,52,4,4,3,19,19,8,39,10,40,3,0,0,2,39,9,5,0,16,9,34,10,10,7,53,54,75,319,495,504,959,2764
