,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt
0,E&E,LGBM_separate,0.9602224168815454,0.27667257649294386,-1,-1,0.959742652469763,0.2921245658610576,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",779,771,267,83,72,74,58,46,39,14,65,38,40,39,68,102,19,0,19,10,0,0,42,7,1,5,20,7,7,24,2,14,18,0,0,3,18,6,8,0,15,3,17,7,22,8,57,38,79,252,482,562,916,2859,253,345
