,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.9508900709528363,0.35336451941523156,0.9617567837712544,0.26241770547892596,0.0940367816091954,0.09280459770114943,0.030179310344827587,0.00873793103448276,0.008248275862068966,0.008645977011494253,0.007673563218390804,0.004222988505747127,0.004266666666666666,0.0018,0.006409195402298851,0.004533333333333333,0.0044045977011494255,0.004110344827586207,0.005758620689655173,0.009308045977011493,0.0028022988505747126,0.0,0.002379310344827586,0.001496551724137931,0.0005126436781609195,0.000639080459770115,0.005020689655172414,0.0004183908045977011,0.00016551724137931035,0.0003034482758620689,0.001742528735632184,0.0015931034482758622,0.0008436781609195402,0.0033241379310344826,0.00048045977011494255,0.0033448275862068967,0.001574712643678161,0.0,0.0,0.0006459770114942529,0.0032551724137931033,0.001174712643678161,0.0007977011494252874,0.0,0.0016988505747126436,0.0006160919540229886,0.0016022988505747127,0.0008,0.0009862068965517242,0.0008804597701149425,0.006737931034482758,0.002742528735632184,0.009972413793103449,0.02874942528735632,0.05834022988505747,0.06314022988505746,0.10577701149425288,0.32031494252873566,0.03253563218390805,0.037450574712643674,8700.0
