,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.005088964456634254,0.03670635138978573,0.008317671539899719,0.05943910335424064,0.005442582673118153,0.0035562120397718395,0.0021127026660749237,0.0015217857151217768,0.0014928194644120056,0.001860259529829075,0.002074374559426792,0.0010185416531778423,0.0008718701570516089,0.000590041868356287,0.0018294611202153666,0.0011158985625708971,0.0008674676524651655,0.0009158853002318894,0.0014127714679507378,0.0014678535557636077,0.0009846440561822915,0.0,0.0006932621291489177,0.0005272393641570498,0.0004437813383134024,0.000409627954306672,0.000983424743348391,0.0002443932342218595,0.00019311908608195933,0.0003087377264234954,0.0006791601158468606,0.0006252730400866947,0.0003077317642218123,0.0009562911631883316,0.0004066750352230413,0.002020204992238648,0.0005593778685351666,0.0,0.0,0.00038501457987228104,0.0011952940278292475,0.0005019852413309259,0.0005408309651122753,0.0,0.0006775423890002192,0.00032573626487953863,0.0005266867665582095,0.0004121216273773659,0.0005549450513513804,0.00033054313627842305,0.0016505346577149885,0.0008664008761455203,0.0018766052075852688,0.0031466862279078836,0.00416198083154879,0.00445052013932572,0.005999785641701382,0.00837550493161228,0.003852134856070815,0.003016942782048023,0.0
