,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.005663961601991272,0.03997915086541534,0.008298046710834797,0.05918209755738604,0.004439617543195107,0.004016361119599969,0.0020484285037610968,0.001249121075873641,0.0017438339266827596,0.0017291438034793287,0.0013619588486934828,0.0011181675052100626,0.0007761658643953848,0.0004988735136690721,0.0015060144572791028,0.0008254723712233773,0.0008615976052740834,0.0007125587587108775,0.0011159537131369796,0.001138147723711867,0.000940977698309042,0.0,0.0006925482484537063,0.0004045041895033075,0.0002620957056696987,0.00031506597452990275,0.0010159614906629871,0.0001897064281942201,0.00017494768812386204,0.0002249962232636761,0.0005390725277294062,0.0005765070880076901,0.00035100544468289185,0.0005420309247529487,0.0005792557752630652,0.0009440690409747149,0.000512043661296182,0.0,0.0,0.0003717197054366818,0.0006827341081010785,0.00040899611067977596,0.0004463936495614634,0.0,0.0007876223746407903,0.00026111571882687413,0.0005748339688583963,0.0002870133701440399,0.0004920174025469457,0.00031562123556957636,0.0011276477135151685,0.0007445897426084971,0.001290612389698855,0.0022391703857083628,0.003522736886287637,0.004846879040138354,0.005931659890647598,0.01409263839658076,0.002733095185519343,0.002654857941557756,0.0036322966478189353,0.0036377554344748323,1049.781318335648
