,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.9515605138776648,0.3485607595738838,0.9637149482396672,0.24834628750887508,0.07600021976122572,0.07321249675913923,0.021377841154610663,0.00803247280763485,0.006532427126930627,0.0068940257046557285,0.005301490178648592,0.003484378433769152,0.0033698062891218193,0.0015820511870810031,0.004481761052878502,0.003039058236724817,0.004205348346235045,0.0031028828228205985,0.004842347247428917,0.007546568391421904,0.0023480523970023583,0.0,0.00224868575379335,0.0009709816412953567,0.0004067706211341161,0.00046281714137560645,0.003751037692754053,0.00014119535291430546,0.00018460189883575932,0.0002245910342358359,0.001080723977431263,0.0010896749262318357,0.0006883193204686593,0.0019121152635282787,0.0006881365976517649,0.001495361556600862,0.0010677778189315654,0.0,0.0,0.00045547119029099844,0.002070434707458301,0.0009880761015840093,0.0006674444732520956,0.0,0.0016226205908860822,0.000533659271331037,0.0010190797190019383,0.0006157215699346889,0.0007999012309097868,0.0006701063002333419,0.004634201266713582,0.002041994147931405,0.0071192809610232475,0.020713216538884156,0.057440053335308716,0.06209160833117276,0.10467979554798326,0.32328926503450744,0.025093852858747857,0.023450819166141956,0.056861278812795533,0.05137610034939565,8700.0
