,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,E&E,LGBM_separate,0.9532370286315182,0.3464830592715494,-1,-1,0.9614347686696314,0.2509011968348608,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",608,684,196,66,49,55,54,38,28,10,48,28,30,22,59,77,9,0,12,17,2,5,43,2,0,2,11,12,9,19,0,21,6,0,0,4,13,10,3,0,10,6,20,9,11,8,40,21,81,170,448,495,950,2811,296,199,455,418
