,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.9497353499951058,0.3619503920884346,0.9608321626027662,0.26800725760619626,0.09923603096410978,0.09968623035421065,0.030846446164672768,0.008848369692704668,0.009602814919071077,0.009656861365235749,0.008517288294628196,0.004698944405348346,0.004640159512080694,0.002180107905231058,0.006869200093830635,0.004601266713581985,0.004529486277269529,0.0041136758151536475,0.0057981703026038,0.009761623269997655,0.003009758386113066,0.0,0.002366783954961295,0.0015048557353976072,0.0005131128313394323,0.0005560872624912033,0.005432606145906639,0.0004488388458831809,0.00018372038470560638,0.00042814919071076707,0.001776542341074361,0.0016896082570959418,0.0009088904527328174,0.0034312456016889516,0.0005539760731878958,0.003195449214168426,0.001665024630541872,0.0,0.0,0.0006968801313628901,0.0029904761904761905,0.0010733286418015482,0.0008830401125967628,0.0,0.0017766830870279146,0.0006022519352568614,0.0016231761670185316,0.0008363593713347407,0.001129204785362421,0.0008026272577996716,0.00672441942294159,0.0041352099460473845,0.010690499648135116,0.030469434670419893,0.05811578700445695,0.06272606145906638,0.10667431386347642,0.3238699507389163,0.04292897020877317,9180.0
