,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,feature_sum
0,0.005450371637604406,0.03943451229439637,0.008408735247407793,0.060717712424870625,0.005558697415683544,0.005588602619380978,0.0028880773849609756,0.001721910591396873,0.0013305326679834354,0.0019502536599322778,0.001909429290637837,0.0010128851463871364,0.0010420966514782105,0.0005963514771731224,0.001789974903078292,0.0013358119820200847,0.0009011578023357435,0.0012493800657588027,0.0013028914434028555,0.0014018374334419882,0.001167720336019582,0.0,0.0007720723957741961,0.0005701457467546213,0.0004693575052812629,0.000357499069501506,0.001332317239034432,0.00029890438728215975,0.0002131774715166644,0.00034570904790440265,0.000655163403948376,0.0005420539190675443,0.0003383032315052441,0.0009400482199649995,0.0005211905843603443,0.001516007343829316,0.0007114783770030111,0.0,0.0,0.0004932020169271975,0.0010790834232706692,0.00043964834991595694,0.00048299393083153476,0.0,0.000828744622870702,0.00046012877659954213,0.0006693474379533028,0.0004388909856750891,0.0006202807800118775,0.00048814224057709503,0.0017404254596234058,0.001649638727546783,0.002132522879469717,0.003207195659266221,0.003729638131367668,0.005588359799397124,0.005873430448667889,0.015659247627033777,1439.3876248925715
