,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET
0,E&E,LGBM_separate,0.9484462430156115,0.3675086900206031,-1,-1,0.9676112478689133,0.23730003283142648,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",897,932,257,68,68,61,46,34,41,23,40,38,25,33,40,77,23,0,18,6,4,4,42,2,3,2,29,20,14,40,3,29,16,0,0,5,28,12,5,0,21,7,12,2,10,7,58,12,85,287,533,530,891,2846,414
