,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET
0,E&E,LGBM_separate,0.9539296741522325,0.34444739365542343,-1,-1,0.958432590340205,0.2956516902202192,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",890,886,299,83,88,82,70,40,35,9,51,50,33,37,46,69,22,0,11,12,7,13,45,11,4,1,22,18,8,41,5,22,14,0,0,8,27,9,8,0,15,8,10,6,4,11,87,30,121,300,482,531,932,2723,364
