,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,feature_sum
0,0.9496439645300928,0.3624529474315483,0.9600552647521013,0.27481288111965385,0.10962814919071077,0.10724865118461178,0.03352573305184142,0.009788271170537181,0.010382453671123622,0.010272484166080224,0.00884663382594417,0.005174853389631715,0.004974337321135351,0.002232512315270936,0.006633685198217218,0.005137368050668544,0.0044286652592071315,0.004284963640628665,0.005830588787239034,0.00999338494018297,0.003383157400891391,0.0,0.002837579169598874,0.0014249589490968801,0.0007195402298850575,0.0005818437719915552,0.0062809758386113065,0.0005373680506685432,0.00019615294393619516,0.00040661505981703027,0.002330096176401595,0.0015785127844241144,0.0011296739385409336,0.00400107905231058,0.000674829931972789,0.0036240206427398548,0.0018908749706779263,0.0,0.0,0.0006382359840487919,0.003307623739150833,0.0010509500351864884,0.0008745015247478302,0.0,0.0020672765657987332,0.0007074829931972788,0.0017953553835327236,0.0008938306357025569,0.001123856439127375,0.0008278676988036594,0.007201735866760497,0.005031151771053248,0.012142622566267887,0.03776617405582923,0.05821942294159043,0.06189082805536008,0.10806164672765657,0.32641942294159043,9060.0
